"ID","Year","Tax.Type","NAICS","Total.Taxable","Units","City"
2503,"2021 Quarter 4","Sales","All NAICS","$13,923,803","2,623","Raymond"
2503,"2021 Quarter 3","Sales","All NAICS","$14,641,257","2,450","Raymond"
2503,"2021 Quarter 2","Sales","All NAICS","$14,215,236","2,517","Raymond"
2503,"2021 Quarter 1","Sales","All NAICS","$12,257,405","2,384","Raymond"
2503,"2021 Annual","Sales","All NAICS","$54,923,331","4,459","Raymond"
2503,"2020 Quarter 4","Sales","All NAICS","$12,272,496","2,485","Raymond"
2503,"2020 Quarter 3","Sales","All NAICS","$12,198,489","2,233","Raymond"
2503,"2020 Quarter 2","Sales","All NAICS","$11,261,480","2,254","Raymond"
2503,"2020 Quarter 1","Sales","All NAICS","$9,767,442","1,994","Raymond"
2503,"2020 Annual","Sales","All NAICS","$45,469,725","4,004","Raymond"
2503,"2019 Quarter 4","Sales","All NAICS","$11,408,471","2,048","Raymond"
2503,"2019 Quarter 3","Sales","All NAICS","$11,382,122","1,858","Raymond"
2503,"2019 Quarter 2","Sales","All NAICS","$10,872,064","1,810","Raymond"
2503,"2019 Quarter 1","Sales","All NAICS","$9,225,337","1,686","Raymond"
2503,"2019 Annual","Sales","All NAICS","$42,836,303","3,291","Raymond"
2503,"2018 Quarter 4","Sales","All NAICS","$11,057,089","1,733","Raymond"
2503,"2018 Quarter 3","Sales","All NAICS","$11,835,890","1,424","Raymond"
2503,"2018 Quarter 2","Sales","All NAICS","$9,688,778","1,398","Raymond"
2503,"2018 Quarter 1","Sales","All NAICS","$8,731,692","1,361","Raymond"
2503,"2018 Annual","Sales","All NAICS","$41,294,250","2,624","Raymond"
2503,"2017 Quarter 4","Sales","All NAICS","$10,020,487","1,742","Raymond"
2503,"2017 Quarter 3","Sales","All NAICS","$9,967,509","1,469","Raymond"
2503,"2017 Quarter 2","Sales","All NAICS","$8,909,306","1,414","Raymond"
2503,"2017 Quarter 1","Sales","All NAICS","$7,859,070","1,381","Raymond"
2503,"2017 Annual","Sales","All NAICS","$36,756,372","2,730","Raymond"
2503,"2016 Quarter 4","Sales","All NAICS","$9,765,521","1,589","Raymond"
2503,"2016 Quarter 3","Sales","All NAICS","$9,906,923","1,339","Raymond"
2503,"2016 Quarter 2","Sales","All NAICS","$9,223,302","1,261","Raymond"
2503,"2016 Quarter 1","Sales","All NAICS","$7,837,389","1,204","Raymond"
2503,"2016 Annual","Sales","All NAICS","$36,733,135","2,434","Raymond"
2503,"2015 Quarter 4","Sales","All NAICS","$9,356,435","1,389","Raymond"
2503,"2015 Quarter 3","Sales","All NAICS","$10,198,118","1,217","Raymond"
2503,"2015 Quarter 2","Sales","All NAICS","$8,687,860","1,165","Raymond"
2503,"2015 Quarter 1","Sales","All NAICS","$7,794,644","1,146","Raymond"
2503,"2015 Annual","Sales","All NAICS","$36,037,057","2,163","Raymond"
2504,"2022 Quarter 3","Sales","All NAICS","$9,599,781","1,483","South Bend"
2504,"2022 Quarter 2","Sales","All NAICS","$7,957,956","1,506","South Bend"
2504,"2022 Quarter 1","Sales","All NAICS","$6,971,790","1,465","South Bend"
2504,"2021 Quarter 4","Sales","All NAICS","$7,277,753","1,492","South Bend"
2504,"2021 Quarter 3","Sales","All NAICS","$9,136,589","1,421","South Bend"
2504,"2021 Quarter 2","Sales","All NAICS","$8,329,568","1,486","South Bend"
2504,"2021 Quarter 1","Sales","All NAICS","$6,591,749","1,427","South Bend"
2504,"2021 Annual","Sales","All NAICS","$31,312,672","2,697","South Bend"
2504,"2020 Quarter 4","Sales","All NAICS","$7,329,864","1,451","South Bend"
2504,"2020 Quarter 3","Sales","All NAICS","$8,611,526","1,329","South Bend"
2504,"2020 Quarter 2","Sales","All NAICS","$8,909,101","1,269","South Bend"
2504,"2020 Quarter 1","Sales","All NAICS","$7,459,884","1,190","South Bend"
2504,"2020 Annual","Sales","All NAICS","$32,294,375","2,428","South Bend"
2504,"2019 Quarter 4","Sales","All NAICS","$7,418,658","1,164","South Bend"
2504,"2019 Quarter 3","Sales","All NAICS","$7,099,228","1,065","South Bend"
2504,"2019 Quarter 2","Sales","All NAICS","$5,663,991","1,012","South Bend"
2504,"2019 Quarter 1","Sales","All NAICS","$4,344,367","957","South Bend"
2504,"2019 Annual","Sales","All NAICS","$24,521,298","1,893","South Bend"
2504,"2018 Quarter 4","Sales","All NAICS","$5,698,886","1,008","South Bend"
2504,"2018 Quarter 3","Sales","All NAICS","$5,402,270","897","South Bend"
2504,"2018 Quarter 2","Sales","All NAICS","$4,738,552","838","South Bend"
2504,"2018 Quarter 1","Sales","All NAICS","$4,316,669","799","South Bend"
2504,"2018 Annual","Sales","All NAICS","$20,150,729","1,578","South Bend"
2504,"2017 Quarter 4","Sales","All NAICS","$5,236,645","1,054","South Bend"
2504,"2017 Quarter 3","Sales","All NAICS","$4,870,542","863","South Bend"
2504,"2017 Quarter 2","Sales","All NAICS","$4,512,179","864","South Bend"
2504,"2017 Quarter 1","Sales","All NAICS","$4,061,935","841","South Bend"
2504,"2017 Annual","Sales","All NAICS","$18,681,301","1,673","South Bend"
2504,"2016 Quarter 4","Sales","All NAICS","$4,356,466","936","South Bend"
2504,"2016 Quarter 3","Sales","All NAICS","$4,874,526","858","South Bend"
2504,"2016 Quarter 2","Sales","All NAICS","$4,561,341","804","South Bend"
2504,"2016 Quarter 1","Sales","All NAICS","$4,390,865","808","South Bend"
2504,"2016 Annual","Sales","All NAICS","$18,183,198","1,538","South Bend"
2504,"2015 Quarter 4","Sales","All NAICS","$4,588,051","859","South Bend"
2504,"2015 Quarter 3","Sales","All NAICS","$4,903,512","798","South Bend"
2504,"2015 Quarter 2","Sales","All NAICS","$4,323,194","777","South Bend"
2504,"2015 Quarter 1","Sales","All NAICS","$3,566,344","743","South Bend"
2504,"2015 Annual","Sales","All NAICS","$17,381,101","1,387","South Bend"
2600,"2022 Quarter 3","Sales","All NAICS","$40,002,439","3,920","Unincorporated Pend Oreille County"
2600,"2022 Quarter 2","Sales","All NAICS","$38,795,417","3,856","Unincorporated Pend Oreille County"
2600,"2022 Quarter 1","Sales","All NAICS","$27,413,572","3,527","Unincorporated Pend Oreille County"
2600,"2021 Quarter 4","Sales","All NAICS","$30,000,321","3,897","Unincorporated Pend Oreille County"
2600,"2021 Quarter 3","Sales","All NAICS","$27,395,898","3,551","Unincorporated Pend Oreille County"
2600,"2021 Quarter 2","Sales","All NAICS","$23,763,048","3,596","Unincorporated Pend Oreille County"
2600,"2021 Quarter 1","Sales","All NAICS","$15,505,924","3,273","Unincorporated Pend Oreille County"
2600,"2021 Annual","Sales","All NAICS","$96,510,717","6,387","Unincorporated Pend Oreille County"
2600,"2020 Quarter 4","Sales","All NAICS","$27,080,516","3,500","Unincorporated Pend Oreille County"
2600,"2020 Quarter 3","Sales","All NAICS","$34,429,955","3,191","Unincorporated Pend Oreille County"
2600,"2020 Quarter 2","Sales","All NAICS","$18,394,542","3,202","Unincorporated Pend Oreille County"
2600,"2020 Quarter 1","Sales","All NAICS","$13,700,421","2,696","Unincorporated Pend Oreille County"
2600,"2020 Annual","Sales","All NAICS","$93,476,012","5,674","Unincorporated Pend Oreille County"
2600,"2019 Quarter 4","Sales","All NAICS","$21,421,650","2,822","Unincorporated Pend Oreille County"
2600,"2019 Quarter 3","Sales","All NAICS","$24,519,969","2,572","Unincorporated Pend Oreille County"
2600,"2019 Quarter 2","Sales","All NAICS","$20,499,819","2,394","Unincorporated Pend Oreille County"
2600,"2019 Quarter 1","Sales","All NAICS","$17,945,807","2,091","Unincorporated Pend Oreille County"
2600,"2019 Annual","Sales","All NAICS","$84,281,921","4,599","Unincorporated Pend Oreille County"
2600,"2018 Quarter 4","Sales","All NAICS","$29,592,692","2,237","Unincorporated Pend Oreille County"
2600,"2018 Quarter 3","Sales","All NAICS","$31,205,336","1,794","Unincorporated Pend Oreille County"
2600,"2018 Quarter 2","Sales","All NAICS","$29,251,771","1,676","Unincorporated Pend Oreille County"
2600,"2018 Quarter 1","Sales","All NAICS","$17,069,617","1,500","Unincorporated Pend Oreille County"
2600,"2018 Annual","Sales","All NAICS","$107,078,043","3,411","Unincorporated Pend Oreille County"
2600,"2017 Quarter 4","Sales","All NAICS","$29,539,070","2,210","Unincorporated Pend Oreille County"
2600,"2017 Quarter 3","Sales","All NAICS","$26,055,869","1,820","Unincorporated Pend Oreille County"
2600,"2017 Quarter 2","Sales","All NAICS","$17,331,473","1,614","Unincorporated Pend Oreille County"
2600,"2017 Quarter 1","Sales","All NAICS","$15,155,893","1,461","Unincorporated Pend Oreille County"
2600,"2017 Annual","Sales","All NAICS","$88,082,305","3,388","Unincorporated Pend Oreille County"
2600,"2016 Quarter 4","Sales","All NAICS","$20,519,714","1,734","Unincorporated Pend Oreille County"
2600,"2016 Quarter 3","Sales","All NAICS","$22,951,282","1,479","Unincorporated Pend Oreille County"
2600,"2016 Quarter 2","Sales","All NAICS","$22,216,730","1,479","Unincorporated Pend Oreille County"
2600,"2016 Quarter 1","Sales","All NAICS","$11,214,667","1,314","Unincorporated Pend Oreille County"
2600,"2016 Annual","Sales","All NAICS","$76,902,393","2,823","Unincorporated Pend Oreille County"
2600,"2015 Quarter 4","Sales","All NAICS","$17,158,010","1,595","Unincorporated Pend Oreille County"
2600,"2015 Quarter 3","Sales","All NAICS","$18,720,267","1,337","Unincorporated Pend Oreille County"
2600,"2015 Quarter 2","Sales","All NAICS","$16,347,881","1,294","Unincorporated Pend Oreille County"
2600,"2015 Quarter 1","Sales","All NAICS","$20,247,642","1,200","Unincorporated Pend Oreille County"
2600,"2015 Annual","Sales","All NAICS","$72,473,800","2,517","Unincorporated Pend Oreille County"
2601,"2022 Quarter 3","Sales","All NAICS","$1,047,227","606","Cusick"
2601,"2022 Quarter 2","Sales","All NAICS","$792,683","600","Cusick"
2601,"2022 Quarter 1","Sales","All NAICS","$700,743","557","Cusick"
2601,"2021 Quarter 4","Sales","All NAICS","$864,062","622","Cusick"
2601,"2021 Quarter 3","Sales","All NAICS","$929,327","577","Cusick"
2601,"2021 Quarter 2","Sales","All NAICS","$1,225,783","567","Cusick"
2601,"2021 Quarter 1","Sales","All NAICS","$699,852","539","Cusick"
2601,"2021 Annual","Sales","All NAICS","$3,711,010","1,146","Cusick"
2601,"2020 Quarter 4","Sales","All NAICS","$862,126","587","Cusick"
2601,"2020 Quarter 3","Sales","All NAICS","$723,586","539","Cusick"
2601,"2020 Quarter 2","Sales","All NAICS","$585,695","528","Cusick"
2601,"2020 Quarter 1","Sales","All NAICS","$515,565","461","Cusick"
2601,"2020 Annual","Sales","All NAICS","$2,684,257","1,050","Cusick"
2601,"2019 Quarter 4","Sales","All NAICS","$550,220","525","Cusick"
2601,"2019 Quarter 3","Sales","All NAICS","$630,931","457","Cusick"
2601,"2019 Quarter 2","Sales","All NAICS","$657,841","420","Cusick"
2601,"2019 Quarter 1","Sales","All NAICS","$528,171","440","Cusick"
2601,"2019 Annual","Sales","All NAICS","$2,362,234","908","Cusick"
2601,"2018 Quarter 4","Sales","All NAICS","$666,638","482","Cusick"
2601,"2018 Quarter 3","Sales","All NAICS","$665,446","389","Cusick"
2601,"2018 Quarter 2","Sales","All NAICS","$732,551","391","Cusick"
2601,"2018 Quarter 1","Sales","All NAICS","$488,290","349","Cusick"
2601,"2018 Annual","Sales","All NAICS","$2,552,715","796","Cusick"
2601,"2017 Quarter 4","Sales","All NAICS","$566,264","483","Cusick"
2601,"2017 Quarter 3","Sales","All NAICS","$622,345","425","Cusick"
2601,"2017 Quarter 2","Sales","All NAICS","$579,788","423","Cusick"
2601,"2017 Quarter 1","Sales","All NAICS","$428,996","398","Cusick"
2601,"2017 Annual","Sales","All NAICS","$2,197,393","828","Cusick"
2601,"2016 Quarter 4","Sales","All NAICS","$698,306","450","Cusick"
2601,"2016 Quarter 3","Sales","All NAICS","$581,445","394","Cusick"
2601,"2016 Quarter 2","Sales","All NAICS","$520,917","357","Cusick"
2601,"2016 Quarter 1","Sales","All NAICS","$349,458","356","Cusick"
2601,"2016 Annual","Sales","All NAICS","$2,150,126","768","Cusick"
2601,"2015 Quarter 4","Sales","All NAICS","$551,421","427","Cusick"
2601,"2015 Quarter 3","Sales","All NAICS","$528,952","375","Cusick"
2601,"2015 Quarter 2","Sales","All NAICS","$659,521","376","Cusick"
2601,"2015 Quarter 1","Sales","All NAICS","$454,941","352","Cusick"
2601,"2015 Annual","Sales","All NAICS","$2,194,835","725","Cusick"
2602,"2022 Quarter 3","Sales","All NAICS","$2,182,003","850","Ione"
2602,"2022 Quarter 2","Sales","All NAICS","$1,789,764","862","Ione"
2602,"2022 Quarter 1","Sales","All NAICS","$1,690,392","819","Ione"
2602,"2021 Quarter 4","Sales","All NAICS","$2,016,379","898","Ione"
2602,"2021 Quarter 3","Sales","All NAICS","$2,546,258","838","Ione"
2602,"2021 Quarter 2","Sales","All NAICS","$1,979,465","853","Ione"
2602,"2021 Quarter 1","Sales","All NAICS","$1,545,884","834","Ione"
2602,"2021 Annual","Sales","All NAICS","$8,085,892","1,653","Ione"
2602,"2020 Quarter 4","Sales","All NAICS","$1,725,067","880","Ione"
2602,"2020 Quarter 3","Sales","All NAICS","$2,162,483","809","Ione"
2602,"2020 Quarter 2","Sales","All NAICS","$1,729,850","809","Ione"
2602,"2020 Quarter 1","Sales","All NAICS","$1,203,050","650","Ione"
2602,"2020 Annual","Sales","All NAICS","$6,818,639","1,511","Ione"
2602,"2019 Quarter 4","Sales","All NAICS","$1,657,088","711","Ione"
2602,"2019 Quarter 3","Sales","All NAICS","$1,960,794","644","Ione"
2602,"2019 Quarter 2","Sales","All NAICS","$1,531,504","607","Ione"
2602,"2019 Quarter 1","Sales","All NAICS","$1,340,224","568","Ione"
2602,"2019 Annual","Sales","All NAICS","$6,473,730","1,184","Ione"
2602,"2018 Quarter 4","Sales","All NAICS","$1,565,686","630","Ione"
2602,"2018 Quarter 3","Sales","All NAICS","$1,790,795","532","Ione"
2602,"2018 Quarter 2","Sales","All NAICS","$1,340,585","479","Ione"
2602,"2018 Quarter 1","Sales","All NAICS","$1,207,277","478","Ione"
2602,"2018 Annual","Sales","All NAICS","$5,898,118","999","Ione"
2602,"2017 Quarter 4","Sales","All NAICS","$1,385,853","615","Ione"
2602,"2017 Quarter 3","Sales","All NAICS","$1,766,973","528","Ione"
2602,"2017 Quarter 2","Sales","All NAICS","$1,318,258","539","Ione"
2602,"2017 Quarter 1","Sales","All NAICS","$1,064,691","511","Ione"
2602,"2017 Annual","Sales","All NAICS","$5,535,775","1,045","Ione"
2602,"2016 Quarter 4","Sales","All NAICS","$1,402,309","617","Ione"
2602,"2016 Quarter 3","Sales","All NAICS","$1,342,272","527","Ione"
2602,"2016 Quarter 2","Sales","All NAICS","$1,179,569","456","Ione"
2602,"2016 Quarter 1","Sales","All NAICS","$945,100","448","Ione"
2602,"2016 Annual","Sales","All NAICS","$4,869,250","980","Ione"
2602,"2015 Quarter 4","Sales","All NAICS","$1,281,837","543","Ione"
2602,"2015 Quarter 3","Sales","All NAICS","$1,279,753","470","Ione"
2602,"2015 Quarter 2","Sales","All NAICS","$1,210,588","436","Ione"
2602,"2015 Quarter 1","Sales","All NAICS","$876,763","440","Ione"
2602,"2015 Annual","Sales","All NAICS","$4,648,941","875","Ione"
2603,"2022 Quarter 3","Sales","All NAICS","$560,129","381","Metaline"
2603,"2022 Quarter 2","Sales","All NAICS","$409,120","365","Metaline"
2603,"2022 Quarter 1","Sales","All NAICS","$396,081","356","Metaline"
2603,"2021 Quarter 4","Sales","All NAICS","$457,740","380","Metaline"
2603,"2021 Quarter 3","Sales","All NAICS","$456,997","367","Metaline"
2603,"2021 Quarter 2","Sales","All NAICS","$369,935","385","Metaline"
2603,"2021 Quarter 1","Sales","All NAICS","$340,162","390","Metaline"
2603,"2021 Annual","Sales","All NAICS","$1,623,619","812","Metaline"
2603,"2020 Quarter 4","Sales","All NAICS","$428,666","394","Metaline"
2603,"2020 Quarter 3","Sales","All NAICS","$496,469","366","Metaline"
2603,"2020 Quarter 2","Sales","All NAICS","$363,950","372","Metaline"
2603,"2020 Quarter 1","Sales","All NAICS","$296,548","295","Metaline"
2603,"2020 Annual","Sales","All NAICS","$1,580,762","727","Metaline"
2603,"2019 Quarter 4","Sales","All NAICS","$3,229,000","340","Metaline"
2603,"2019 Quarter 3","Sales","All NAICS","$2,261,276","287","Metaline"
2603,"2019 Quarter 2","Sales","All NAICS","$429,168","252","Metaline"
2603,"2019 Quarter 1","Sales","All NAICS","$279,071","257","Metaline"
2603,"2019 Annual","Sales","All NAICS","$6,196,900","596","Metaline"
2603,"2018 Quarter 4","Sales","All NAICS","$683,371","292","Metaline"
2603,"2018 Quarter 3","Sales","All NAICS","$409,692","213","Metaline"
2603,"2018 Quarter 2","Sales","All NAICS","$391,443","220","Metaline"
2603,"2018 Quarter 1","Sales","All NAICS","$361,306","228","Metaline"
2603,"2018 Annual","Sales","All NAICS","$1,845,503","475","Metaline"
2603,"2017 Quarter 4","Sales","All NAICS","$412,764","287","Metaline"
2603,"2017 Quarter 3","Sales","All NAICS","$447,454","237","Metaline"
2603,"2017 Quarter 2","Sales","All NAICS","$334,650","235","Metaline"
2603,"2017 Quarter 1","Sales","All NAICS","$251,555","214","Metaline"
2603,"2017 Annual","Sales","All NAICS","$1,446,423","514","Metaline"
2603,"2016 Quarter 4","Sales","All NAICS","$298,151","234","Metaline"
2603,"2016 Quarter 3","Sales","All NAICS","$325,148","185","Metaline"
2603,"2016 Quarter 2","Sales","All NAICS","$205,643","181","Metaline"
2603,"2016 Quarter 1","Sales","All NAICS","$156,178","181","Metaline"
2603,"2016 Annual","Sales","All NAICS","$985,120","414","Metaline"
2603,"2015 Quarter 4","Sales","All NAICS","$328,378","227","Metaline"
2603,"2015 Quarter 3","Sales","All NAICS","$285,553","190","Metaline"
2603,"2015 Quarter 2","Sales","All NAICS","$299,519","185","Metaline"
2603,"2015 Quarter 1","Sales","All NAICS","$471,255","211","Metaline"
2603,"2015 Annual","Sales","All NAICS","$1,384,705","406","Metaline"
2604,"2022 Quarter 3","Sales","All NAICS","$888,845","614","Metaline Falls"
2604,"2022 Quarter 2","Sales","All NAICS","$1,035,032","683","Metaline Falls"
2604,"2022 Quarter 1","Sales","All NAICS","$686,418","636","Metaline Falls"
2604,"2021 Quarter 4","Sales","All NAICS","$783,696","682","Metaline Falls"
2604,"2021 Quarter 3","Sales","All NAICS","$945,524","611","Metaline Falls"
2604,"2021 Quarter 2","Sales","All NAICS","$712,614","581","Metaline Falls"
2604,"2021 Quarter 1","Sales","All NAICS","$698,920","612","Metaline Falls"
2604,"2021 Annual","Sales","All NAICS","$3,102,902","1,268","Metaline Falls"
2604,"2020 Quarter 4","Sales","All NAICS","$747,959","625","Metaline Falls"
2604,"2020 Quarter 3","Sales","All NAICS","$771,208","558","Metaline Falls"
2604,"2020 Quarter 2","Sales","All NAICS","$659,580","574","Metaline Falls"
2604,"2020 Quarter 1","Sales","All NAICS","$561,731","533","Metaline Falls"
2604,"2020 Annual","Sales","All NAICS","$2,727,759","1,175","Metaline Falls"
2604,"2019 Quarter 4","Sales","All NAICS","$777,175","593","Metaline Falls"
2604,"2019 Quarter 3","Sales","All NAICS","$858,627","556","Metaline Falls"
2604,"2019 Quarter 2","Sales","All NAICS","$800,553","501","Metaline Falls"
2604,"2019 Quarter 1","Sales","All NAICS","$677,127","496","Metaline Falls"
2604,"2019 Annual","Sales","All NAICS","$3,106,559","1,077","Metaline Falls"
2604,"2018 Quarter 4","Sales","All NAICS","$837,992","551","Metaline Falls"
2604,"2018 Quarter 3","Sales","All NAICS","$937,846","428","Metaline Falls"
2604,"2018 Quarter 2","Sales","All NAICS","$777,761","403","Metaline Falls"
2604,"2018 Quarter 1","Sales","All NAICS","$701,460","431","Metaline Falls"
2604,"2018 Annual","Sales","All NAICS","$3,254,004","919","Metaline Falls"
2604,"2017 Quarter 4","Sales","All NAICS","$968,201","584","Metaline Falls"
2604,"2017 Quarter 3","Sales","All NAICS","$893,988","458","Metaline Falls"
2604,"2017 Quarter 2","Sales","All NAICS","$608,956","422","Metaline Falls"
2604,"2017 Quarter 1","Sales","All NAICS","$697,043","424","Metaline Falls"
2604,"2017 Annual","Sales","All NAICS","$3,168,188","931","Metaline Falls"
2604,"2016 Quarter 4","Sales","All NAICS","$770,481","515","Metaline Falls"
2604,"2016 Quarter 3","Sales","All NAICS","$720,711","429","Metaline Falls"
2604,"2016 Quarter 2","Sales","All NAICS","$703,315","396","Metaline Falls"
2604,"2016 Quarter 1","Sales","All NAICS","$667,336","384","Metaline Falls"
2604,"2016 Annual","Sales","All NAICS","$2,861,843","833","Metaline Falls"
2604,"2015 Quarter 4","Sales","All NAICS","$1,009,308","437","Metaline Falls"
2604,"2015 Quarter 3","Sales","All NAICS","$759,099","413","Metaline Falls"
2604,"2015 Quarter 2","Sales","All NAICS","$685,344","373","Metaline Falls"
2604,"2015 Quarter 1","Sales","All NAICS","$615,039","373","Metaline Falls"
2604,"2015 Annual","Sales","All NAICS","$3,068,790","762","Metaline Falls"
2605,"2022 Quarter 3","Sales","All NAICS","$18,259,343","2,696","Newport"
2605,"2022 Quarter 2","Sales","All NAICS","$17,039,836","2,624","Newport"
2605,"2022 Quarter 1","Sales","All NAICS","$13,682,707","2,517","Newport"
2605,"2021 Quarter 4","Sales","All NAICS","$15,442,878","2,781","Newport"
2605,"2021 Quarter 3","Sales","All NAICS","$14,797,510","2,561","Newport"
2605,"2021 Quarter 2","Sales","All NAICS","$15,310,925","2,518","Newport"
2605,"2021 Quarter 1","Sales","All NAICS","$11,849,872","2,343","Newport"
2605,"2021 Annual","Sales","All NAICS","$57,293,243","4,583","Newport"
2605,"2020 Quarter 4","Sales","All NAICS","$13,253,988","2,431","Newport"
2605,"2020 Quarter 3","Sales","All NAICS","$13,546,922","2,288","Newport"
2605,"2020 Quarter 2","Sales","All NAICS","$12,816,490","2,166","Newport"
2605,"2020 Quarter 1","Sales","All NAICS","$11,582,940","2,019","Newport"
2605,"2020 Annual","Sales","All NAICS","$51,129,850","4,010","Newport"
2605,"2019 Quarter 4","Sales","All NAICS","$12,211,182","2,099","Newport"
2605,"2019 Quarter 3","Sales","All NAICS","$14,076,325","1,950","Newport"
2605,"2019 Quarter 2","Sales","All NAICS","$13,857,887","1,857","Newport"
2605,"2019 Quarter 1","Sales","All NAICS","$12,657,164","1,678","Newport"
2605,"2019 Annual","Sales","All NAICS","$52,688,843","3,415","Newport"
2605,"2018 Quarter 4","Sales","All NAICS","$15,715,745","1,910","Newport"
2605,"2018 Quarter 3","Sales","All NAICS","$14,633,945","1,625","Newport"
2605,"2018 Quarter 2","Sales","All NAICS","$12,480,310","1,596","Newport"
2605,"2018 Quarter 1","Sales","All NAICS","$9,448,356","1,460","Newport"
2605,"2018 Annual","Sales","All NAICS","$52,175,323","2,968","Newport"
2605,"2017 Quarter 4","Sales","All NAICS","$10,240,388","1,911","Newport"
2605,"2017 Quarter 3","Sales","All NAICS","$11,225,274","1,630","Newport"
2605,"2017 Quarter 2","Sales","All NAICS","$10,301,573","1,597","Newport"
2605,"2017 Quarter 1","Sales","All NAICS","$9,573,333","1,534","Newport"
2605,"2017 Annual","Sales","All NAICS","$41,340,568","2,990","Newport"
2605,"2016 Quarter 4","Sales","All NAICS","$9,975,277","1,784","Newport"
2605,"2016 Quarter 3","Sales","All NAICS","$12,713,689","1,565","Newport"
2605,"2016 Quarter 2","Sales","All NAICS","$12,511,069","1,536","Newport"
2605,"2016 Quarter 1","Sales","All NAICS","$10,824,405","1,460","Newport"
2605,"2016 Annual","Sales","All NAICS","$46,024,440","2,791","Newport"
2605,"2015 Quarter 4","Sales","All NAICS","$12,715,407","1,666","Newport"
2605,"2015 Quarter 3","Sales","All NAICS","$11,723,375","1,427","Newport"
2605,"2015 Quarter 2","Sales","All NAICS","$10,292,193","1,434","Newport"
2605,"2015 Quarter 1","Sales","All NAICS","$8,646,644","1,348","Newport"
2605,"2015 Annual","Sales","All NAICS","$43,377,619","2,559","Newport"
2700,"2022 Quarter 3","Sales","All NAICS","$1,561,435,013","22,571","Unincorporated Pierce County"
2700,"2022 Quarter 2","Sales","All NAICS","$1,435,328,576","22,358","Unincorporated Pierce County"
2700,"2022 Quarter 1","Sales","All NAICS","$1,292,773,529","21,468","Unincorporated Pierce County"
2700,"2021 Quarter 4","Sales","All NAICS","$1,386,851,544","22,729","Unincorporated Pierce County"
2700,"2021 Quarter 3","Sales","All NAICS","$1,368,182,574","20,742","Unincorporated Pierce County"
2700,"2021 Quarter 2","Sales","All NAICS","$1,407,974,517","20,497","Unincorporated Pierce County"
2700,"2021 Quarter 1","Sales","All NAICS","$1,226,719,114","19,531","Unincorporated Pierce County"
2700,"2021 Annual","Sales","All NAICS","$5,388,092,885","30,411","Unincorporated Pierce County"
2700,"2020 Quarter 4","Sales","All NAICS","$1,290,989,471","20,880","Unincorporated Pierce County"
2700,"2020 Quarter 3","Sales","All NAICS","$1,209,267,329","18,695","Unincorporated Pierce County"
2700,"2020 Quarter 2","Sales","All NAICS","$1,083,111,188","17,710","Unincorporated Pierce County"
2700,"2020 Quarter 1","Sales","All NAICS","$961,689,984","17,078","Unincorporated Pierce County"
2700,"2020 Annual","Sales","All NAICS","$4,542,142,726","27,423","Unincorporated Pierce County"
2700,"2019 Quarter 4","Sales","All NAICS","$1,041,095,224","18,432","Unincorporated Pierce County"
2700,"2019 Quarter 3","Sales","All NAICS","$1,028,423,502","16,621","Unincorporated Pierce County"
2700,"2019 Quarter 2","Sales","All NAICS","$994,399,660","16,152","Unincorporated Pierce County"
2700,"2019 Quarter 1","Sales","All NAICS","$875,948,644","14,734","Unincorporated Pierce County"
2700,"2019 Annual","Sales","All NAICS","$3,938,830,741","24,897","Unincorporated Pierce County"
2700,"2018 Quarter 4","Sales","All NAICS","$940,905,238","16,052","Unincorporated Pierce County"
2700,"2018 Quarter 3","Sales","All NAICS","$922,523,518","13,548","Unincorporated Pierce County"
2700,"2018 Quarter 2","Sales","All NAICS","$866,218,742","13,377","Unincorporated Pierce County"
2700,"2018 Quarter 1","Sales","All NAICS","$786,518,122","12,757","Unincorporated Pierce County"
2700,"2018 Annual","Sales","All NAICS","$3,514,961,857","21,934","Unincorporated Pierce County"
2700,"2017 Quarter 4","Sales","All NAICS","$818,956,639","16,077","Unincorporated Pierce County"
2700,"2017 Quarter 3","Sales","All NAICS","$809,317,824","13,521","Unincorporated Pierce County"
2700,"2017 Quarter 2","Sales","All NAICS","$747,532,092","13,240","Unincorporated Pierce County"
2700,"2017 Quarter 1","Sales","All NAICS","$656,245,199","12,454","Unincorporated Pierce County"
2700,"2017 Annual","Sales","All NAICS","$3,032,051,754","21,764","Unincorporated Pierce County"
2700,"2016 Quarter 4","Sales","All NAICS","$716,775,501","14,756","Unincorporated Pierce County"
2700,"2016 Quarter 3","Sales","All NAICS","$708,217,535","12,142","Unincorporated Pierce County"
2700,"2016 Quarter 2","Sales","All NAICS","$673,536,280","11,735","Unincorporated Pierce County"
2700,"2016 Quarter 1","Sales","All NAICS","$614,101,261","11,425","Unincorporated Pierce County"
2700,"2016 Annual","Sales","All NAICS","$2,712,630,577","19,873","Unincorporated Pierce County"
2700,"2015 Quarter 4","Sales","All NAICS","$658,803,039","13,718","Unincorporated Pierce County"
2700,"2015 Quarter 3","Sales","All NAICS","$662,605,406","11,272","Unincorporated Pierce County"
2700,"2015 Quarter 2","Sales","All NAICS","$621,945,599","11,096","Unincorporated Pierce County"
2700,"2015 Quarter 1","Sales","All NAICS","$543,626,049","10,692","Unincorporated Pierce County"
2700,"2015 Annual","Sales","All NAICS","$2,486,980,093","18,657","Unincorporated Pierce County"
