"ID","Year","Tax.Type","NAICS","Total.Taxable","Units","City"
2701,"2022 Quarter 3","Sales","All NAICS","$252,670,047","9,058","Bonney Lake"
2701,"2022 Quarter 2","Sales","All NAICS","$246,247,468","9,223","Bonney Lake"
2701,"2022 Quarter 1","Sales","All NAICS","$211,862,187","8,865","Bonney Lake"
2701,"2021 Quarter 4","Sales","All NAICS","$234,970,253","9,396","Bonney Lake"
2701,"2021 Quarter 3","Sales","All NAICS","$224,604,340","8,459","Bonney Lake"
2701,"2021 Quarter 2","Sales","All NAICS","$230,244,658","8,412","Bonney Lake"
2701,"2021 Quarter 1","Sales","All NAICS","$192,435,157","8,074","Bonney Lake"
2701,"2021 Annual","Sales","All NAICS","$881,929,579","14,100","Bonney Lake"
2701,"2020 Quarter 4","Sales","All NAICS","$218,458,223","8,418","Bonney Lake"
2701,"2020 Quarter 3","Sales","All NAICS","$211,745,091","7,535","Bonney Lake"
2701,"2020 Quarter 2","Sales","All NAICS","$189,943,478","7,203","Bonney Lake"
2701,"2020 Quarter 1","Sales","All NAICS","$167,630,521","6,652","Bonney Lake"
2701,"2020 Annual","Sales","All NAICS","$787,054,437","12,444","Bonney Lake"
2701,"2019 Quarter 4","Sales","All NAICS","$190,304,986","7,023","Bonney Lake"
2701,"2019 Quarter 3","Sales","All NAICS","$183,377,308","6,295","Bonney Lake"
2701,"2019 Quarter 2","Sales","All NAICS","$173,457,835","6,112","Bonney Lake"
2701,"2019 Quarter 1","Sales","All NAICS","$147,388,860","5,575","Bonney Lake"
2701,"2019 Annual","Sales","All NAICS","$694,288,348","10,627","Bonney Lake"
2701,"2018 Quarter 4","Sales","All NAICS","$179,622,788","5,967","Bonney Lake"
2701,"2018 Quarter 3","Sales","All NAICS","$176,496,529","5,038","Bonney Lake"
2701,"2018 Quarter 2","Sales","All NAICS","$155,509,839","5,053","Bonney Lake"
2701,"2018 Quarter 1","Sales","All NAICS","$132,961,155","4,721","Bonney Lake"
2701,"2018 Annual","Sales","All NAICS","$644,182,420","9,056","Bonney Lake"
2701,"2017 Quarter 4","Sales","All NAICS","$152,032,546","6,246","Bonney Lake"
2701,"2017 Quarter 3","Sales","All NAICS","$137,741,288","5,176","Bonney Lake"
2701,"2017 Quarter 2","Sales","All NAICS","$129,060,173","4,985","Bonney Lake"
2701,"2017 Quarter 1","Sales","All NAICS","$112,399,232","4,765","Bonney Lake"
2701,"2017 Annual","Sales","All NAICS","$531,233,239","9,431","Bonney Lake"
2701,"2016 Quarter 4","Sales","All NAICS","$128,203,453","5,583","Bonney Lake"
2701,"2016 Quarter 3","Sales","All NAICS","$120,555,911","4,637","Bonney Lake"
2701,"2016 Quarter 2","Sales","All NAICS","$121,940,223","4,461","Bonney Lake"
2701,"2016 Quarter 1","Sales","All NAICS","$103,130,210","4,165","Bonney Lake"
2701,"2016 Annual","Sales","All NAICS","$473,829,797","8,302","Bonney Lake"
2701,"2015 Quarter 4","Sales","All NAICS","$120,630,341","4,980","Bonney Lake"
2701,"2015 Quarter 3","Sales","All NAICS","$108,433,662","4,161","Bonney Lake"
2701,"2015 Quarter 2","Sales","All NAICS","$108,290,952","4,117","Bonney Lake"
2701,"2015 Quarter 1","Sales","All NAICS","$95,936,356","3,869","Bonney Lake"
2701,"2015 Annual","Sales","All NAICS","$433,291,311","7,540","Bonney Lake"
2702,"2022 Quarter 3","Sales","All NAICS","$46,730,570","4,719","Buckley"
2702,"2022 Quarter 2","Sales","All NAICS","$48,111,983","4,845","Buckley"
2702,"2022 Quarter 1","Sales","All NAICS","$38,517,002","4,583","Buckley"
2702,"2021 Quarter 4","Sales","All NAICS","$38,500,689","4,948","Buckley"
2702,"2021 Quarter 3","Sales","All NAICS","$39,285,955","4,473","Buckley"
2702,"2021 Quarter 2","Sales","All NAICS","$45,280,902","4,479","Buckley"
2702,"2021 Quarter 1","Sales","All NAICS","$40,358,667","4,281","Buckley"
2702,"2021 Annual","Sales","All NAICS","$163,268,089","8,118","Buckley"
2702,"2020 Quarter 4","Sales","All NAICS","$47,245,687","4,472","Buckley"
2702,"2020 Quarter 3","Sales","All NAICS","$47,368,616","3,940","Buckley"
2702,"2020 Quarter 2","Sales","All NAICS","$37,518,787","3,862","Buckley"
2702,"2020 Quarter 1","Sales","All NAICS","$36,087,431","3,431","Buckley"
2702,"2020 Annual","Sales","All NAICS","$168,129,529","7,065","Buckley"
2702,"2019 Quarter 4","Sales","All NAICS","$41,095,600","3,665","Buckley"
2702,"2019 Quarter 3","Sales","All NAICS","$45,325,360","3,253","Buckley"
2702,"2019 Quarter 2","Sales","All NAICS","$40,691,445","3,137","Buckley"
2702,"2019 Quarter 1","Sales","All NAICS","$31,965,782","2,916","Buckley"
2702,"2019 Annual","Sales","All NAICS","$158,916,737","5,957","Buckley"
2702,"2018 Quarter 4","Sales","All NAICS","$34,263,710","3,146","Buckley"
2702,"2018 Quarter 3","Sales","All NAICS","$36,213,221","2,628","Buckley"
2702,"2018 Quarter 2","Sales","All NAICS","$28,617,565","2,529","Buckley"
2702,"2018 Quarter 1","Sales","All NAICS","$26,783,520","2,447","Buckley"
2702,"2018 Annual","Sales","All NAICS","$125,808,141","4,994","Buckley"
2702,"2017 Quarter 4","Sales","All NAICS","$26,530,355","3,137","Buckley"
2702,"2017 Quarter 3","Sales","All NAICS","$25,603,053","2,660","Buckley"
2702,"2017 Quarter 2","Sales","All NAICS","$23,035,012","2,586","Buckley"
2702,"2017 Quarter 1","Sales","All NAICS","$19,941,699","2,506","Buckley"
2702,"2017 Annual","Sales","All NAICS","$95,110,119","5,042","Buckley"
2702,"2016 Quarter 4","Sales","All NAICS","$24,136,949","3,052","Buckley"
2702,"2016 Quarter 3","Sales","All NAICS","$22,618,761","2,445","Buckley"
2702,"2016 Quarter 2","Sales","All NAICS","$20,308,330","2,406","Buckley"
2702,"2016 Quarter 1","Sales","All NAICS","$18,734,825","2,329","Buckley"
2702,"2016 Annual","Sales","All NAICS","$85,798,865","4,740","Buckley"
2702,"2015 Quarter 4","Sales","All NAICS","$19,853,501","2,708","Buckley"
2702,"2015 Quarter 3","Sales","All NAICS","$20,747,250","2,304","Buckley"
2702,"2015 Quarter 2","Sales","All NAICS","$18,039,409","2,235","Buckley"
2702,"2015 Quarter 1","Sales","All NAICS","$18,730,550","2,137","Buckley"
2702,"2015 Annual","Sales","All NAICS","$77,370,710","4,362","Buckley"
2703,"2022 Quarter 3","Sales","All NAICS","$1,681,115","811","Carbonado"
2703,"2022 Quarter 2","Sales","All NAICS","$1,765,223","831","Carbonado"
2703,"2022 Quarter 1","Sales","All NAICS","$1,163,097","804","Carbonado"
2703,"2021 Quarter 4","Sales","All NAICS","$1,300,310","875","Carbonado"
2703,"2021 Quarter 3","Sales","All NAICS","$1,023,861","797","Carbonado"
2703,"2021 Quarter 2","Sales","All NAICS","$1,016,874","834","Carbonado"
2703,"2021 Quarter 1","Sales","All NAICS","$936,351","778","Carbonado"
2703,"2021 Annual","Sales","All NAICS","$4,274,444","1,695","Carbonado"
2703,"2020 Quarter 4","Sales","All NAICS","$1,310,257","722","Carbonado"
2703,"2020 Quarter 3","Sales","All NAICS","$1,010,708","726","Carbonado"
2703,"2020 Quarter 2","Sales","All NAICS","$1,408,783","760","Carbonado"
2703,"2020 Quarter 1","Sales","All NAICS","$911,537","657","Carbonado"
2703,"2020 Annual","Sales","All NAICS","$4,624,871","1,478","Carbonado"
2703,"2019 Quarter 4","Sales","All NAICS","$2,107,999","700","Carbonado"
2703,"2019 Quarter 3","Sales","All NAICS","$4,101,920","625","Carbonado"
2703,"2019 Quarter 2","Sales","All NAICS","$4,663,446","557","Carbonado"
2703,"2019 Quarter 1","Sales","All NAICS","$2,554,871","539","Carbonado"
2703,"2019 Annual","Sales","All NAICS","$13,410,312","1,228","Carbonado"
2703,"2018 Quarter 4","Sales","All NAICS","$1,944,716","557","Carbonado"
2703,"2018 Quarter 3","Sales","All NAICS","$1,542,833","495","Carbonado"
2703,"2018 Quarter 2","Sales","All NAICS","$1,078,171","436","Carbonado"
2703,"2018 Quarter 1","Sales","All NAICS","$850,270","427","Carbonado"
2703,"2018 Annual","Sales","All NAICS","$5,402,742","945","Carbonado"
2703,"2017 Quarter 4","Sales","All NAICS","$868,977","501","Carbonado"
2703,"2017 Quarter 3","Sales","All NAICS","$634,072","456","Carbonado"
2703,"2017 Quarter 2","Sales","All NAICS","$915,918","412","Carbonado"
2703,"2017 Quarter 1","Sales","All NAICS","$594,316","397","Carbonado"
2703,"2017 Annual","Sales","All NAICS","$3,013,283","846","Carbonado"
2703,"2016 Quarter 4","Sales","All NAICS","$1,108,218","457","Carbonado"
2703,"2016 Quarter 3","Sales","All NAICS","$1,233,321","435","Carbonado"
2703,"2016 Quarter 2","Sales","All NAICS","$1,174,256","413","Carbonado"
2703,"2016 Quarter 1","Sales","All NAICS","$1,018,552","386","Carbonado"
2703,"2016 Annual","Sales","All NAICS","$4,534,347","815","Carbonado"
2703,"2015 Quarter 4","Sales","All NAICS","$1,016,096","425","Carbonado"
2703,"2015 Quarter 3","Sales","All NAICS","$996,827","364","Carbonado"
2703,"2015 Quarter 2","Sales","All NAICS","$676,178","343","Carbonado"
2703,"2015 Quarter 1","Sales","All NAICS","$781,062","369","Carbonado"
2703,"2015 Annual","Sales","All NAICS","$3,470,163","735","Carbonado"
2704,"2022 Quarter 3","Sales","All NAICS","$48,955,146","5,208","Du Pont"
2704,"2022 Quarter 2","Sales","All NAICS","$41,394,282","5,231","Du Pont"
2704,"2022 Quarter 1","Sales","All NAICS","$37,343,520","5,093","Du Pont"
2704,"2021 Quarter 4","Sales","All NAICS","$58,829,463","5,365","Du Pont"
2704,"2021 Quarter 3","Sales","All NAICS","$63,918,310","5,028","Du Pont"
2704,"2021 Quarter 2","Sales","All NAICS","$78,757,903","4,957","Du Pont"
2704,"2021 Quarter 1","Sales","All NAICS","$68,680,885","4,683","Du Pont"
2704,"2021 Annual","Sales","All NAICS","$270,064,804","8,425","Du Pont"
2704,"2020 Quarter 4","Sales","All NAICS","$35,127,455","5,020","Du Pont"
2704,"2020 Quarter 3","Sales","All NAICS","$33,455,906","4,500","Du Pont"
2704,"2020 Quarter 2","Sales","All NAICS","$33,600,682","4,405","Du Pont"
2704,"2020 Quarter 1","Sales","All NAICS","$40,734,675","4,014","Du Pont"
2704,"2020 Annual","Sales","All NAICS","$142,800,445","7,645","Du Pont"
2704,"2019 Quarter 4","Sales","All NAICS","$50,848,884","4,067","Du Pont"
2704,"2019 Quarter 3","Sales","All NAICS","$42,364,700","3,773","Du Pont"
2704,"2019 Quarter 2","Sales","All NAICS","$54,774,629","3,553","Du Pont"
2704,"2019 Quarter 1","Sales","All NAICS","$49,897,523","3,351","Du Pont"
2704,"2019 Annual","Sales","All NAICS","$197,545,579","6,325","Du Pont"
2704,"2018 Quarter 4","Sales","All NAICS","$44,999,840","3,391","Du Pont"
2704,"2018 Quarter 3","Sales","All NAICS","$32,967,035","2,867","Du Pont"
2704,"2018 Quarter 2","Sales","All NAICS","$27,066,099","2,703","Du Pont"
2704,"2018 Quarter 1","Sales","All NAICS","$23,513,546","2,677","Du Pont"
2704,"2018 Annual","Sales","All NAICS","$128,508,877","5,181","Du Pont"
2704,"2017 Quarter 4","Sales","All NAICS","$24,787,162","3,466","Du Pont"
2704,"2017 Quarter 3","Sales","All NAICS","$25,845,793","2,958","Du Pont"
2704,"2017 Quarter 2","Sales","All NAICS","$21,460,787","2,866","Du Pont"
2704,"2017 Quarter 1","Sales","All NAICS","$19,747,722","2,652","Du Pont"
2704,"2017 Annual","Sales","All NAICS","$91,841,464","5,374","Du Pont"
2704,"2016 Quarter 4","Sales","All NAICS","$25,308,577","3,059","Du Pont"
2704,"2016 Quarter 3","Sales","All NAICS","$27,683,881","2,542","Du Pont"
2704,"2016 Quarter 2","Sales","All NAICS","$24,236,784","2,548","Du Pont"
2704,"2016 Quarter 1","Sales","All NAICS","$23,783,345","2,467","Du Pont"
2704,"2016 Annual","Sales","All NAICS","$101,012,587","4,737","Du Pont"
2704,"2015 Quarter 4","Sales","All NAICS","$22,438,846","2,799","Du Pont"
2704,"2015 Quarter 3","Sales","All NAICS","$23,963,872","2,341","Du Pont"
2704,"2015 Quarter 2","Sales","All NAICS","$22,801,500","2,290","Du Pont"
2704,"2015 Quarter 1","Sales","All NAICS","$19,527,121","2,213","Du Pont"
2704,"2015 Annual","Sales","All NAICS","$88,731,339","4,294","Du Pont"
2705,"2022 Quarter 3","Sales","All NAICS","$19,199,349","3,264","Eatonville"
2705,"2022 Quarter 2","Sales","All NAICS","$17,531,996","3,316","Eatonville"
2705,"2022 Quarter 1","Sales","All NAICS","$16,836,782","3,195","Eatonville"
2705,"2021 Quarter 4","Sales","All NAICS","$16,643,199","3,429","Eatonville"
2705,"2021 Quarter 3","Sales","All NAICS","$17,723,953","3,066","Eatonville"
2705,"2021 Quarter 2","Sales","All NAICS","$18,071,258","3,142","Eatonville"
2705,"2021 Quarter 1","Sales","All NAICS","$15,599,881","3,060","Eatonville"
2705,"2021 Annual","Sales","All NAICS","$67,984,372","5,831","Eatonville"
2705,"2020 Quarter 4","Sales","All NAICS","$17,267,415","3,112","Eatonville"
2705,"2020 Quarter 3","Sales","All NAICS","$17,110,865","2,778","Eatonville"
2705,"2020 Quarter 2","Sales","All NAICS","$13,693,458","2,748","Eatonville"
2705,"2020 Quarter 1","Sales","All NAICS","$12,024,749","2,449","Eatonville"
2705,"2020 Annual","Sales","All NAICS","$60,039,974","5,117","Eatonville"
2705,"2019 Quarter 4","Sales","All NAICS","$12,970,921","2,639","Eatonville"
2705,"2019 Quarter 3","Sales","All NAICS","$13,252,761","2,341","Eatonville"
2705,"2019 Quarter 2","Sales","All NAICS","$12,392,505","2,202","Eatonville"
2705,"2019 Quarter 1","Sales","All NAICS","$10,367,452","2,069","Eatonville"
2705,"2019 Annual","Sales","All NAICS","$48,920,155","4,331","Eatonville"
2705,"2018 Quarter 4","Sales","All NAICS","$11,616,284","2,298","Eatonville"
2705,"2018 Quarter 3","Sales","All NAICS","$13,344,675","1,906","Eatonville"
2705,"2018 Quarter 2","Sales","All NAICS","$13,059,511","1,813","Eatonville"
2705,"2018 Quarter 1","Sales","All NAICS","$9,729,498","1,731","Eatonville"
2705,"2018 Annual","Sales","All NAICS","$47,723,266","3,603","Eatonville"
2705,"2017 Quarter 4","Sales","All NAICS","$9,408,558","2,217","Eatonville"
2705,"2017 Quarter 3","Sales","All NAICS","$10,709,782","1,850","Eatonville"
2705,"2017 Quarter 2","Sales","All NAICS","$11,592,441","1,816","Eatonville"
2705,"2017 Quarter 1","Sales","All NAICS","$9,025,644","1,763","Eatonville"
2705,"2017 Annual","Sales","All NAICS","$40,736,425","3,607","Eatonville"
2705,"2016 Quarter 4","Sales","All NAICS","$9,008,414","2,101","Eatonville"
2705,"2016 Quarter 3","Sales","All NAICS","$9,715,955","1,776","Eatonville"
2705,"2016 Quarter 2","Sales","All NAICS","$9,612,411","1,780","Eatonville"
2705,"2016 Quarter 1","Sales","All NAICS","$8,321,060","1,674","Eatonville"
2705,"2016 Annual","Sales","All NAICS","$36,657,840","3,407","Eatonville"
2705,"2015 Quarter 4","Sales","All NAICS","$10,220,595","1,964","Eatonville"
2705,"2015 Quarter 3","Sales","All NAICS","$10,253,010","1,679","Eatonville"
2705,"2015 Quarter 2","Sales","All NAICS","$9,057,039","1,613","Eatonville"
2705,"2015 Quarter 1","Sales","All NAICS","$8,179,089","1,573","Eatonville"
2705,"2015 Annual","Sales","All NAICS","$37,709,733","3,181","Eatonville"
2706,"2022 Quarter 3","Sales","All NAICS","$400,994,195","6,524","Fife"
2706,"2022 Quarter 2","Sales","All NAICS","$369,391,602","6,643","Fife"
2706,"2022 Quarter 1","Sales","All NAICS","$302,189,131","6,484","Fife"
2706,"2021 Quarter 4","Sales","All NAICS","$301,938,167","6,697","Fife"
2706,"2021 Quarter 3","Sales","All NAICS","$364,416,329","6,292","Fife"
2706,"2021 Quarter 2","Sales","All NAICS","$395,830,681","6,232","Fife"
2706,"2021 Quarter 1","Sales","All NAICS","$306,613,146","6,077","Fife"
2706,"2021 Annual","Sales","All NAICS","$1,368,088,709","10,668","Fife"
2706,"2020 Quarter 4","Sales","All NAICS","$298,630,585","6,287","Fife"
2706,"2020 Quarter 3","Sales","All NAICS","$322,826,388","5,736","Fife"
2706,"2020 Quarter 2","Sales","All NAICS","$251,747,298","5,620","Fife"
2706,"2020 Quarter 1","Sales","All NAICS","$242,021,629","5,302","Fife"
2706,"2020 Annual","Sales","All NAICS","$1,114,096,034","9,742","Fife"
2706,"2019 Quarter 4","Sales","All NAICS","$266,152,112","5,675","Fife"
2706,"2019 Quarter 3","Sales","All NAICS","$271,878,629","5,074","Fife"
2706,"2019 Quarter 2","Sales","All NAICS","$265,858,823","4,857","Fife"
2706,"2019 Quarter 1","Sales","All NAICS","$221,439,417","4,563","Fife"
2706,"2019 Annual","Sales","All NAICS","$1,024,554,040","8,619","Fife"
2706,"2018 Quarter 4","Sales","All NAICS","$233,092,814","4,677","Fife"
2706,"2018 Quarter 3","Sales","All NAICS","$258,042,694","4,163","Fife"
2706,"2018 Quarter 2","Sales","All NAICS","$268,000,838","4,077","Fife"
2706,"2018 Quarter 1","Sales","All NAICS","$224,549,795","3,970","Fife"
2706,"2018 Annual","Sales","All NAICS","$982,944,408","7,212","Fife"
2706,"2017 Quarter 4","Sales","All NAICS","$226,911,163","4,825","Fife"
2706,"2017 Quarter 3","Sales","All NAICS","$252,577,864","4,125","Fife"
2706,"2017 Quarter 2","Sales","All NAICS","$249,294,828","4,109","Fife"
2706,"2017 Quarter 1","Sales","All NAICS","$219,308,021","3,970","Fife"
2706,"2017 Annual","Sales","All NAICS","$948,091,876","7,371","Fife"
2706,"2016 Quarter 4","Sales","All NAICS","$227,302,815","4,378","Fife"
2706,"2016 Quarter 3","Sales","All NAICS","$260,146,914","3,779","Fife"
2706,"2016 Quarter 2","Sales","All NAICS","$245,673,075","3,733","Fife"
2706,"2016 Quarter 1","Sales","All NAICS","$213,912,139","3,764","Fife"
2706,"2016 Annual","Sales","All NAICS","$947,034,943","6,796","Fife"
2706,"2015 Quarter 4","Sales","All NAICS","$224,323,330","3,987","Fife"
2706,"2015 Quarter 3","Sales","All NAICS","$240,632,439","3,630","Fife"
2706,"2015 Quarter 2","Sales","All NAICS","$229,063,169","3,641","Fife"
2706,"2015 Quarter 1","Sales","All NAICS","$188,924,485","3,485","Fife"
2706,"2015 Annual","Sales","All NAICS","$882,943,423","6,228","Fife"
2707,"2022 Quarter 3","Sales","All NAICS","$22,730,907","4,197","Fircrest"
2707,"2022 Quarter 2","Sales","All NAICS","$21,811,272","4,267","Fircrest"
2707,"2022 Quarter 1","Sales","All NAICS","$19,916,070","4,078","Fircrest"
2707,"2021 Quarter 4","Sales","All NAICS","$23,845,873","4,433","Fircrest"
2707,"2021 Quarter 3","Sales","All NAICS","$23,532,473","3,913","Fircrest"
2707,"2021 Quarter 2","Sales","All NAICS","$22,964,405","4,022","Fircrest"
2707,"2021 Quarter 1","Sales","All NAICS","$20,371,743","3,813","Fircrest"
2707,"2021 Annual","Sales","All NAICS","$90,644,050","7,193","Fircrest"
2707,"2020 Quarter 4","Sales","All NAICS","$20,630,357","4,061","Fircrest"
2707,"2020 Quarter 3","Sales","All NAICS","$18,906,437","3,636","Fircrest"
2707,"2020 Quarter 2","Sales","All NAICS","$16,789,103","3,557","Fircrest"
2707,"2020 Quarter 1","Sales","All NAICS","$16,932,869","3,111","Fircrest"
2707,"2020 Annual","Sales","All NAICS","$73,191,542","6,407","Fircrest"
2707,"2019 Quarter 4","Sales","All NAICS","$19,447,160","3,334","Fircrest"
2707,"2019 Quarter 3","Sales","All NAICS","$16,201,880","2,899","Fircrest"
