"Year","year_num","quarter_num","City","County","Sales","Num_Units","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Series_Complete_Pop_Pct_SVI","Booster_Doses_Vax_Pct_SVI","Census2019","county_avg_quarterly_sale_per_capita","Is_Commerce_Center"
"2021 Quarter 1",2021,1,"Everett","Snohomish County",794395163,17138,96,223393,27.2,133566,16.2,0,0,5,0,822083,5330.11294479998,TRUE
"2021 Quarter 2",2021,2,"Everett","Snohomish County",910154745,17794,96.1,497260,60.5,445787,54.2,0,0,8,0,822083,6199.70973490511,TRUE
"2021 Quarter 3",2021,3,"Everett","Snohomish County",988972819,18034,96.2,573543,69.8,514187,62.5,0,0,8,0,822083,6529.35179172906,TRUE
"2021 Quarter 4",2021,4,"Everett","Snohomish County",970258558,19716,96.2,594379,72.3,546720,66.5,203878,37.3,8,0,822083,6620.35925326275,TRUE
"2022 Quarter 1",2022,1,"Everett","Snohomish County",922806902,18493,96.2,627825,76.4,579089,70.4,312196,53.9,8,8,822083,6016.23790298546,TRUE
"2022 Quarter 2",2022,2,"Everett","Snohomish County",1006685038,19105,96.1,636882,77.5,586358,71.3,336056,57.3,7,8,822083,6571.61181170271,TRUE
"2022 Quarter 3",2022,3,"Everett","Snohomish County",1059953511,19164,96.1,649441,79,594743,72.3,349825,58.8,7,8,822083,6940.24596908098,TRUE
"2019 Quarter 1",2019,1,"Everson","Whatcom County",8398791,1883,0,0,0,0,0,0,0,0,0,229247,4537.16225294115,FALSE
"2019 Quarter 2",2019,2,"Everson","Whatcom County",10064379,1962,0,0,0,0,0,0,0,0,0,229247,5344.58503709972,FALSE
"2019 Quarter 3",2019,3,"Everson","Whatcom County",11292387,2049,0,0,0,0,0,0,0,0,0,229247,5592.60006019708,FALSE
"2019 Quarter 4",2019,4,"Everson","Whatcom County",10595932,2281,0,0,0,0,0,0,0,0,0,229247,5581.26510706792,FALSE
"2020 Quarter 1",2020,1,"Everson","Whatcom County",9309589,2152,0,0,0,0,0,0,0,0,0,229247,4656.11144747805,FALSE
"2020 Quarter 2",2020,2,"Everson","Whatcom County",10894616,2389,0,0,0,0,0,0,0,0,0,229247,4568.39152529804,FALSE
"2020 Quarter 3",2020,3,"Everson","Whatcom County",12712154,2474,0,0,0,0,0,0,0,0,0,229247,5671.40001395874,FALSE
"2020 Quarter 4",2020,4,"Everson","Whatcom County",12613481,2705,0,0,0,0,0,0,0,0,0,229247,5825.73033889211,FALSE
"2021 Quarter 1",2021,1,"Everson","Whatcom County",12031202,2656,96,72277,31.5,44520,19.4,0,0,5,0,229247,5381.5915846227,FALSE
"2021 Quarter 2",2021,2,"Everson","Whatcom County",14968674,2719,96.1,154560,67.4,138256,60.3,0,0,8,0,229247,6277.31946764843,FALSE
"2021 Quarter 3",2021,3,"Everson","Whatcom County",14843163,2665,96.2,173344,75.6,155025,67.6,0,0,8,0,229247,6413.51042325527,FALSE
"2021 Quarter 4",2021,4,"Everson","Whatcom County",13216060,2952,96.2,173850,75.8,156828,68.4,60108,38.3,8,0,229247,6462.84739604008,FALSE
"2022 Quarter 1",2022,1,"Everson","Whatcom County",13729613,2819,96.2,181649,79.2,163902,71.5,89221,54.4,8,8,229247,6015.2364392991,FALSE
"2022 Quarter 2",2022,2,"Everson","Whatcom County",15118734,2870,96.1,184840,80.6,166423,72.6,94368,56.7,7,8,229247,6888.57862043996,FALSE
"2022 Quarter 3",2022,3,"Everson","Whatcom County",15290823,2919,96.1,188420,82.2,168490,73.5,97711,58,7,8,229247,7378.1159927938,FALSE
"2019 Quarter 1",2019,1,"Fairfield","Spokane County",1261405,575,0,0,0,0,0,0,0,0,0,522798,4590.25390686269,FALSE
"2019 Quarter 2",2019,2,"Fairfield","Spokane County",1307354,575,0,0,0,0,0,0,0,0,0,522798,5626.10170276091,FALSE
"2019 Quarter 3",2019,3,"Fairfield","Spokane County",1589450,603,0,0,0,0,0,0,0,0,0,522798,5865.31462629926,FALSE
"2019 Quarter 4",2019,4,"Fairfield","Spokane County",2058777,692,0,0,0,0,0,0,0,0,0,522798,5850.50936690653,FALSE
"2020 Quarter 1",2020,1,"Fairfield","Spokane County",1361000,643,0,0,0,0,0,0,0,0,0,522798,4925.2025103386,FALSE
"2020 Quarter 2",2020,2,"Fairfield","Spokane County",1402537,746,0,0,0,0,0,0,0,0,0,522798,5277.08540009717,FALSE
"2020 Quarter 3",2020,3,"Fairfield","Spokane County",1678440,748,0,0,0,0,0,0,0,0,0,522798,6019.96755534642,FALSE
"2020 Quarter 4",2020,4,"Fairfield","Spokane County",2548516,841,0,0,0,0,0,0,0,0,0,522798,6054.52123764819,FALSE
"2021 Quarter 1",2021,1,"Fairfield","Spokane County",2159113,843,96,142557,27.3,94055,18,0,0,5,0,522798,5836.71447480671,FALSE
"2021 Quarter 2",2021,2,"Fairfield","Spokane County",1603366,828,96.1,267307,51.1,236406,45.2,0,0,7,0,522798,6907.1507656877,FALSE
"2021 Quarter 3",2021,3,"Fairfield","Spokane County",1809503,830,96.2,322610,61.7,279286,53.4,0,0,8,0,522798,6906.07456034644,FALSE
"2021 Quarter 4",2021,4,"Fairfield","Spokane County",1706221,872,96.2,337141,64.5,302419,57.8,103842,34.3,8,0,522798,7017.91685507596,FALSE
"2022 Quarter 1",2022,1,"Fairfield","Spokane County",1225085,831,96.2,354338,67.8,318720,61,149825,47,8,7,522798,6199.57486639199,FALSE
"2022 Quarter 2",2022,2,"Fairfield","Spokane County",1215137,872,96.1,359936,68.8,324243,62,159901,49.3,6,7,522798,7247.87064028554,FALSE
"2022 Quarter 3",2022,3,"Fairfield","Spokane County",2141706,866,96.1,365728,70,328462,62.8,166364,50.6,6,8,522798,7451.18580790286,FALSE
"2019 Quarter 1",2019,1,"Farmington","Whitman County",224993,298,0,0,0,0,0,0,0,0,0,50104,3221.25059875459,FALSE
"2019 Quarter 2",2019,2,"Farmington","Whitman County",254478,303,0,0,0,0,0,0,0,0,0,50104,3728.81861727607,FALSE
"2019 Quarter 3",2019,3,"Farmington","Whitman County",199002,307,0,0,0,0,0,0,0,0,0,50104,4387.88587737506,FALSE
"2019 Quarter 4",2019,4,"Farmington","Whitman County",323322,379,0,0,0,0,0,0,0,0,0,50104,4155.22121986269,FALSE
"2020 Quarter 1",2020,1,"Farmington","Whitman County",200140,352,0,0,0,0,0,0,0,0,0,50104,3750.30542471659,FALSE
"2020 Quarter 2",2020,2,"Farmington","Whitman County",261472,394,0,0,0,0,0,0,0,0,0,50104,3620.17425754431,FALSE
"2020 Quarter 3",2020,3,"Farmington","Whitman County",306400,394,0,0,0,0,0,0,0,0,0,50104,4562.29784049178,FALSE
"2020 Quarter 4",2020,4,"Farmington","Whitman County",360692,459,0,0,0,0,0,0,0,0,0,50104,4291.34176912023,FALSE
"2021 Quarter 1",2021,1,"Farmington","Whitman County",289587,430,96,9933,19.8,6790,13.6,0,0,9,0,50104,3560.20339693438,FALSE
"2021 Quarter 2",2021,2,"Farmington","Whitman County",674431,403,96.1,21008,41.9,18073,36.1,0,0,10,0,50104,4152.66270158071,FALSE
"2021 Quarter 3",2021,3,"Farmington","Whitman County",263836,440,96.2,24281,48.5,20544,41,0,0,11,0,50104,4683.10057081271,FALSE
"2021 Quarter 4",2021,4,"Farmington","Whitman County",323762,454,96.2,26826,53.5,22359,44.6,8080,36.1,11,0,50104,4723.06544387674,FALSE
"2022 Quarter 1",2022,1,"Farmington","Whitman County",299465,415,96.2,28482,56.8,23321,46.5,11242,48.2,11,11,50104,4332.1665136516,FALSE
"2022 Quarter 2",2022,2,"Farmington","Whitman County",299982,418,96.1,29042,58,23826,47.6,12425,52.1,9,12,50104,4786.63685534089,FALSE
"2022 Quarter 3",2022,3,"Farmington","Whitman County",310368,425,96.1,29928,59.7,24370,48.6,13050,53.5,9,12,50104,5575.49614801213,FALSE
"2019 Quarter 1",2019,1,"Federal Way","King County",388748763,10099,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,TRUE
"2019 Quarter 2",2019,2,"Federal Way","King County",448455521,10731,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,TRUE
"2019 Quarter 3",2019,3,"Federal Way","King County",493983667,11127,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,TRUE
"2019 Quarter 4",2019,4,"Federal Way","King County",487022958,12140,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,TRUE
"2020 Quarter 1",2020,1,"Federal Way","King County",419904689,11354,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,TRUE
"2020 Quarter 2",2020,2,"Federal Way","King County",436309988,11639,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,TRUE
"2020 Quarter 3",2020,3,"Federal Way","King County",505680990,12284,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,TRUE
"2020 Quarter 4",2020,4,"Federal Way","King County",488532210,13613,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,TRUE
"2021 Quarter 1",2021,1,"Federal Way","King County",445473341,12940,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,TRUE
"2021 Quarter 2",2021,2,"Federal Way","King County",506444747,13426,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,TRUE
"2021 Quarter 3",2021,3,"Federal Way","King County",519769936,13544,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,TRUE
"2021 Quarter 4",2021,4,"Federal Way","King County",517468057,14761,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,TRUE
"2022 Quarter 1",2022,1,"Federal Way","King County",481714427,13897,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,TRUE
"2022 Quarter 2",2022,2,"Federal Way","King County",542082760,14358,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,TRUE
"2022 Quarter 3",2022,3,"Federal Way","King County",600065074,14564,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,TRUE
"2019 Quarter 1",2019,1,"Ferndale","Whatcom County",63257877,4427,0,0,0,0,0,0,0,0,0,229247,4537.16225294115,TRUE
"2019 Quarter 2",2019,2,"Ferndale","Whatcom County",71346237,4936,0,0,0,0,0,0,0,0,0,229247,5344.58503709972,TRUE
"2019 Quarter 3",2019,3,"Ferndale","Whatcom County",73203096,5144,0,0,0,0,0,0,0,0,0,229247,5592.60006019708,TRUE
"2019 Quarter 4",2019,4,"Ferndale","Whatcom County",73211085,5625,0,0,0,0,0,0,0,0,0,229247,5581.26510706792,TRUE
"2020 Quarter 1",2020,1,"Ferndale","Whatcom County",66504661,5392,0,0,0,0,0,0,0,0,0,229247,4656.11144747805,TRUE
"2020 Quarter 2",2020,2,"Ferndale","Whatcom County",75978679,5841,0,0,0,0,0,0,0,0,0,229247,4568.39152529804,TRUE
"2020 Quarter 3",2020,3,"Ferndale","Whatcom County",86572575,5997,0,0,0,0,0,0,0,0,0,229247,5671.40001395874,TRUE
"2020 Quarter 4",2020,4,"Ferndale","Whatcom County",90648333,6757,0,0,0,0,0,0,0,0,0,229247,5825.73033889211,TRUE
"2021 Quarter 1",2021,1,"Ferndale","Whatcom County",80649937,6521,96,72277,31.5,44520,19.4,0,0,5,0,229247,5381.5915846227,TRUE
"2021 Quarter 2",2021,2,"Ferndale","Whatcom County",103113961,6760,96.1,154560,67.4,138256,60.3,0,0,8,0,229247,6277.31946764843,TRUE
"2021 Quarter 3",2021,3,"Ferndale","Whatcom County",99113810,6822,96.2,173344,75.6,155025,67.6,0,0,8,0,229247,6413.51042325527,TRUE
"2021 Quarter 4",2021,4,"Ferndale","Whatcom County",111757394,7504,96.2,173850,75.8,156828,68.4,60108,38.3,8,0,229247,6462.84739604008,TRUE
"2022 Quarter 1",2022,1,"Ferndale","Whatcom County",107694090,7149,96.2,181649,79.2,163902,71.5,89221,54.4,8,8,229247,6015.2364392991,TRUE
"2022 Quarter 2",2022,2,"Ferndale","Whatcom County",125739597,7427,96.1,184840,80.6,166423,72.6,94368,56.7,7,8,229247,6888.57862043996,TRUE
"2022 Quarter 3",2022,3,"Ferndale","Whatcom County",121791321,7354,96.1,188420,82.2,168490,73.5,97711,58,7,8,229247,7378.1159927938,TRUE
"2019 Quarter 1",2019,1,"Fife","Pierce County",221439417,4563,0,0,0,0,0,0,0,0,0,904980,4652.06661473182,TRUE
"2019 Quarter 2",2019,2,"Fife","Pierce County",265858823,4857,0,0,0,0,0,0,0,0,0,904980,5222.3736911313,TRUE
"2019 Quarter 3",2019,3,"Fife","Pierce County",271878629,5074,0,0,0,0,0,0,0,0,0,904980,5396.89088819642,TRUE
"2019 Quarter 4",2019,4,"Fife","Pierce County",266152112,5675,0,0,0,0,0,0,0,0,0,904980,5455.43588035095,TRUE
"2020 Quarter 1",2020,1,"Fife","Pierce County",242021629,5302,0,0,0,0,0,0,0,0,0,904980,4796.67237287012,TRUE
"2020 Quarter 2",2020,2,"Fife","Pierce County",251747298,5620,0,0,0,0,0,0,0,0,0,904980,4939.51144224182,TRUE
"2020 Quarter 3",2020,3,"Fife","Pierce County",322826388,5736,0,0,0,0,0,0,0,0,0,904980,5774.71175495591,TRUE
"2020 Quarter 4",2020,4,"Fife","Pierce County",298630585,6287,0,0,0,0,0,0,0,0,0,904980,5952.03256425556,TRUE
"2021 Quarter 1",2021,1,"Fife","Pierce County",306613146,6077,96,224392,24.8,143093,15.8,0,0,5,0,904980,5725.0764127384,TRUE
"2021 Quarter 2",2021,2,"Fife","Pierce County",395830681,6232,96.1,479852,53,418025,46.2,0,0,7,0,904980,6579.38663285377,TRUE
"2021 Quarter 3",2021,3,"Fife","Pierce County",364416329,6292,96.2,582040,64.3,504217,55.7,0,0,8,0,904980,6470.80429512254,TRUE
"2021 Quarter 4",2021,4,"Fife","Pierce County",301938167,6697,96.2,612198,67.6,547687,60.5,177054,32.3,8,0,904980,6504.65343764503,TRUE
"2022 Quarter 1",2022,1,"Fife","Pierce County",302189131,6484,96.2,653425,72.2,590000,65.2,262528,44.5,8,7,904980,6068.64592698181,TRUE
"2022 Quarter 2",2022,2,"Fife","Pierce County",369391602,6643,96.1,666772,73.7,600553,66.4,292035,48.9,7,7,904980,6655.07440716922,TRUE
"2022 Quarter 3",2022,3,"Fife","Pierce County",400994195,6524,96.1,678219,74.9,608080,67.2,307182,50.5,7,8,904980,6996.6650345864,TRUE
"2019 Quarter 1",2019,1,"Fircrest","Pierce County",12810340,2430,0,0,0,0,0,0,0,0,0,904980,4652.06661473182,FALSE
"2019 Quarter 2",2019,2,"Fircrest","Pierce County",18308189,2725,0,0,0,0,0,0,0,0,0,904980,5222.3736911313,FALSE
"2019 Quarter 3",2019,3,"Fircrest","Pierce County",16201880,2899,0,0,0,0,0,0,0,0,0,904980,5396.89088819642,FALSE
"2019 Quarter 4",2019,4,"Fircrest","Pierce County",19447160,3334,0,0,0,0,0,0,0,0,0,904980,5455.43588035095,FALSE
"2020 Quarter 1",2020,1,"Fircrest","Pierce County",16932869,3111,0,0,0,0,0,0,0,0,0,904980,4796.67237287012,FALSE
"2020 Quarter 2",2020,2,"Fircrest","Pierce County",16789103,3557,0,0,0,0,0,0,0,0,0,904980,4939.51144224182,FALSE
"2020 Quarter 3",2020,3,"Fircrest","Pierce County",18906437,3636,0,0,0,0,0,0,0,0,0,904980,5774.71175495591,FALSE
"2020 Quarter 4",2020,4,"Fircrest","Pierce County",20630357,4061,0,0,0,0,0,0,0,0,0,904980,5952.03256425556,FALSE
"2021 Quarter 1",2021,1,"Fircrest","Pierce County",20371743,3813,96,224392,24.8,143093,15.8,0,0,5,0,904980,5725.0764127384,FALSE
"2021 Quarter 2",2021,2,"Fircrest","Pierce County",22964405,4022,96.1,479852,53,418025,46.2,0,0,7,0,904980,6579.38663285377,FALSE
"2021 Quarter 3",2021,3,"Fircrest","Pierce County",23532473,3913,96.2,582040,64.3,504217,55.7,0,0,8,0,904980,6470.80429512254,FALSE
"2021 Quarter 4",2021,4,"Fircrest","Pierce County",23845873,4433,96.2,612198,67.6,547687,60.5,177054,32.3,8,0,904980,6504.65343764503,FALSE
"2022 Quarter 1",2022,1,"Fircrest","Pierce County",19916070,4078,96.2,653425,72.2,590000,65.2,262528,44.5,8,7,904980,6068.64592698181,FALSE
"2022 Quarter 2",2022,2,"Fircrest","Pierce County",21811272,4267,96.1,666772,73.7,600553,66.4,292035,48.9,7,7,904980,6655.07440716922,FALSE
"2022 Quarter 3",2022,3,"Fircrest","Pierce County",22730907,4197,96.1,678219,74.9,608080,67.2,307182,50.5,7,8,904980,6996.6650345864,FALSE
"2019 Quarter 1",2019,1,"Forks","Clallam County",13590226,1543,0,0,0,0,0,0,0,0,0,77331,3779.00495273564,FALSE
"2019 Quarter 2",2019,2,"Forks","Clallam County",18121861,1647,0,0,0,0,0,0,0,0,0,77331,4669.97160259146,FALSE
"2019 Quarter 3",2019,3,"Forks","Clallam County",20556101,1745,0,0,0,0,0,0,0,0,0,77331,5099.61914368106,FALSE
"2019 Quarter 4",2019,4,"Forks","Clallam County",15877554,1903,0,0,0,0,0,0,0,0,0,77331,4678.66596836974,FALSE
"2020 Quarter 1",2020,1,"Forks","Clallam County",13756065,1753,0,0,0,0,0,0,0,0,0,77331,4019.66564508412,FALSE
"2020 Quarter 2",2020,2,"Forks","Clallam County",16942566,1985,0,0,0,0,0,0,0,0,0,77331,4444.03419068679,FALSE
"2020 Quarter 3",2020,3,"Forks","Clallam County",23088129,2059,0,0,0,0,0,0,0,0,0,77331,5527.72356493515,FALSE
"2020 Quarter 4",2020,4,"Forks","Clallam County",18916936,2212,0,0,0,0,0,0,0,0,0,77331,5210.77252330889,FALSE
"2021 Quarter 1",2021,1,"Forks","Clallam County",17635770,2213,96,32249,41.7,23960,31,0,0,10,0,77331,4932.62482057648,FALSE
"2021 Quarter 2",2021,2,"Forks","Clallam County",24327813,2329,96.1,45226,58.5,42063,54.4,0,0,12,0,77331,5951.17191035936,FALSE
"2021 Quarter 3",2021,3,"Forks","Clallam County",27869596,2331,96.2,52320,67.7,47369,61.3,0,0,12,0,77331,6314.81784795231,FALSE
"2021 Quarter 4",2021,4,"Forks","Clallam County",21346663,2470,96.2,55159,71.3,50769,65.7,26695,52.6,12,0,77331,5714.18878586854,FALSE
"2022 Quarter 1",2022,1,"Forks","Clallam County",19687298,2289,96.2,57232,74,52648,68.1,32576,61.9,12,12,77331,5256.56233593255,FALSE
"2022 Quarter 2",2022,2,"Forks","Clallam County",25691396,2401,96.1,58082,75.1,53395,69,34361,64.4,11,12,77331,6146.9466578733,FALSE
"2022 Quarter 3",2022,3,"Forks","Clallam County",32456351,2377,96.1,58844,76.1,53937,69.7,35189,65.2,11,12,77331,6875.31464742471,FALSE
"2019 Quarter 1",2019,1,"Friday Harbor","San Juan County",26533401,2559,0,0,0,0,0,0,0,0,0,17582,6071.10704129223,FALSE
"2019 Quarter 2",2019,2,"Friday Harbor","San Juan County",42722768,2891,0,0,0,0,0,0,0,0,0,17582,9112.56830849733,FALSE
"2019 Quarter 3",2019,3,"Friday Harbor","San Juan County",54356987,2967,0,0,0,0,0,0,0,0,0,17582,11240.3264133773,TRUE
"2019 Quarter 4",2019,4,"Friday Harbor","San Juan County",32670305,3264,0,0,0,0,0,0,0,0,0,17582,7710.10903196451,FALSE
"2020 Quarter 1",2020,1,"Friday Harbor","San Juan County",25701996,3018,0,0,0,0,0,0,0,0,0,17582,6403.53247639631,FALSE
