"Year","year_num","quarter_num","City","County","Sales","Num_Units","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Series_Complete_Pop_Pct_SVI","Booster_Doses_Vax_Pct_SVI","Census2019","county_avg_quarterly_sale_per_capita","Is_Commerce_Center"
"2019 Quarter 3",2019,3,"Marysville","Snohomish County",386858487,9458,0,0,0,0,0,0,0,0,0,822083,5417.71107661878,TRUE
"2019 Quarter 4",2019,4,"Marysville","Snohomish County",383083067,10218,0,0,0,0,0,0,0,0,0,822083,5552.37266675019,TRUE
"2020 Quarter 1",2020,1,"Marysville","Snohomish County",329525115,9651,0,0,0,0,0,0,0,0,0,822083,4642.27245545766,TRUE
"2020 Quarter 2",2020,2,"Marysville","Snohomish County",356225808,10116,0,0,0,0,0,0,0,0,0,822083,4627.59340966788,TRUE
"2020 Quarter 3",2020,3,"Marysville","Snohomish County",421699007,10619,0,0,0,0,0,0,0,0,0,822083,5637.5118047691,TRUE
"2020 Quarter 4",2020,4,"Marysville","Snohomish County",422288857,11727,0,0,0,0,0,0,0,0,0,822083,5885.30322850612,TRUE
"2021 Quarter 1",2021,1,"Marysville","Snohomish County",399479358,11161,96,223393,27.2,133566,16.2,0,0,5,0,822083,5330.11294479998,TRUE
"2021 Quarter 2",2021,2,"Marysville","Snohomish County",453309422,11739,96.1,497260,60.5,445787,54.2,0,0,8,0,822083,6199.70973490511,TRUE
"2021 Quarter 3",2021,3,"Marysville","Snohomish County",460946488,11758,96.2,573543,69.8,514187,62.5,0,0,8,0,822083,6529.35179172906,TRUE
"2021 Quarter 4",2021,4,"Marysville","Snohomish County",475958086,12906,96.2,594379,72.3,546720,66.5,203878,37.3,8,0,822083,6620.35925326275,TRUE
"2022 Quarter 1",2022,1,"Marysville","Snohomish County",437904996,12133,96.2,627825,76.4,579089,70.4,312196,53.9,8,8,822083,6016.23790298546,TRUE
"2022 Quarter 2",2022,2,"Marysville","Snohomish County",488249127,12719,96.1,636882,77.5,586358,71.3,336056,57.3,7,8,822083,6571.61181170271,TRUE
"2022 Quarter 3",2022,3,"Marysville","Snohomish County",519130858,12772,96.1,649441,79,594743,72.3,349825,58.8,7,8,822083,6940.24596908098,TRUE
"2019 Quarter 1",2019,1,"Mattawa","Grant County",5600769,947,0,0,0,0,0,0,0,0,0,97733,7337.16287231539,FALSE
"2019 Quarter 2",2019,2,"Mattawa","Grant County",7621861,1020,0,0,0,0,0,0,0,0,0,97733,6915.73740701708,FALSE
"2019 Quarter 3",2019,3,"Mattawa","Grant County",8540272,1082,0,0,0,0,0,0,0,0,0,97733,7696.44661475653,FALSE
"2019 Quarter 4",2019,4,"Mattawa","Grant County",5970200,1102,0,0,0,0,0,0,0,0,0,97733,6959.78786080444,FALSE
"2020 Quarter 1",2020,1,"Mattawa","Grant County",6020655,1039,0,0,0,0,0,0,0,0,0,97733,5633.8943038687,FALSE
"2020 Quarter 2",2020,2,"Mattawa","Grant County",7284575,1242,0,0,0,0,0,0,0,0,0,97733,5866.68220560097,FALSE
"2020 Quarter 3",2020,3,"Mattawa","Grant County",8175571,1262,0,0,0,0,0,0,0,0,0,97733,6613.83455946303,FALSE
"2020 Quarter 4",2020,4,"Mattawa","Grant County",7064331,1264,0,0,0,0,0,0,0,0,0,97733,6554.52444926483,FALSE
"2021 Quarter 1",2021,1,"Mattawa","Grant County",6831440,1232,96,21185,21.7,12611,12.9,0,0,13,0,97733,6256.07748662171,FALSE
"2021 Quarter 2",2021,2,"Mattawa","Grant County",9439357,1285,96.1,41268,42.2,37268,38.1,0,0,14,0,97733,7407.52353862053,FALSE
"2021 Quarter 3",2021,3,"Mattawa","Grant County",10204839,1364,96.2,52367,53.6,45800,46.9,0,0,15,0,97733,7184.886588972,FALSE
"2021 Quarter 4",2021,4,"Mattawa","Grant County",9547225,1367,96.2,57325,58.7,52469,53.7,15159,28.9,16,0,97733,6575.537474548,FALSE
"2022 Quarter 1",2022,1,"Mattawa","Grant County",8308222,1299,96.2,60564,62,55676,57,21407,38.4,16,14,97733,6594.44592921531,FALSE
"2022 Quarter 2",2022,2,"Mattawa","Grant County",10128414,1403,96.1,61439,62.9,56405,57.7,23351,41.4,14,15,97733,7861.28590138438,FALSE
"2022 Quarter 3",2022,3,"Mattawa","Grant County",10496393,1426,96.1,62145,63.6,56869,58.2,24387,42.9,14,15,97733,8855.61332405636,FALSE
"2019 Quarter 1",2019,1,"McCleary","Grays Harbor County",3964619,1251,0,0,0,0,0,0,0,0,0,75061,3598.8805771306,FALSE
"2019 Quarter 2",2019,2,"McCleary","Grays Harbor County",5117166,1356,0,0,0,0,0,0,0,0,0,75061,4136.94256671241,FALSE
"2019 Quarter 3",2019,3,"McCleary","Grays Harbor County",4518172,1457,0,0,0,0,0,0,0,0,0,75061,4701.83484099599,FALSE
"2019 Quarter 4",2019,4,"McCleary","Grays Harbor County",4772435,1622,0,0,0,0,0,0,0,0,0,75061,3974.61295479677,FALSE
"2020 Quarter 1",2020,1,"McCleary","Grays Harbor County",4536924,1614,0,0,0,0,0,0,0,0,0,75061,3597.34686455017,FALSE
"2020 Quarter 2",2020,2,"McCleary","Grays Harbor County",4896179,1841,0,0,0,0,0,0,0,0,0,75061,3927.96604095336,FALSE
"2020 Quarter 3",2020,3,"McCleary","Grays Harbor County",4959997,1859,0,0,0,0,0,0,0,0,0,75061,5078.07388657225,FALSE
"2020 Quarter 4",2020,4,"McCleary","Grays Harbor County",5483717,2074,0,0,0,0,0,0,0,0,0,75061,4498.56402126271,FALSE
"2021 Quarter 1",2021,1,"McCleary","Grays Harbor County",5496486,2012,96,22623,30.1,14511,19.3,0,0,13,0,75061,4686.431875408,FALSE
"2021 Quarter 2",2021,2,"McCleary","Grays Harbor County",5354207,2033,96.1,36646,48.8,32996,44,0,0,15,0,75061,5617.29272191951,FALSE
"2021 Quarter 3",2021,3,"McCleary","Grays Harbor County",5371075,2087,96.2,44470,59.2,39005,52,0,0,16,0,75061,5826.78678674678,FALSE
"2021 Quarter 4",2021,4,"McCleary","Grays Harbor County",5776334,2260,96.2,46049,61.3,42057,56,15139,36,16,0,75061,4976.65619962431,FALSE
"2022 Quarter 1",2022,1,"McCleary","Grays Harbor County",5448604,2082,96.2,49845,66.4,45585,60.7,21784,47.8,16,15,75061,5016.00944565087,FALSE
"2022 Quarter 2",2022,2,"McCleary","Grays Harbor County",5881229,2182,96.1,50624,67.4,46464,61.9,23148,49.8,14,15,75061,5754.68482967187,FALSE
"2022 Quarter 3",2022,3,"McCleary","Grays Harbor County",6071033,2103,96.1,51117,68.1,46902,62.5,23975,51.1,14,16,75061,6429.73572161309,FALSE
"2019 Quarter 1",2019,1,"Medical Lake","Spokane County",9663245,1910,0,0,0,0,0,0,0,0,0,522798,4590.25390686269,FALSE
"2019 Quarter 2",2019,2,"Medical Lake","Spokane County",13180243,2059,0,0,0,0,0,0,0,0,0,522798,5626.10170276091,FALSE
"2019 Quarter 3",2019,3,"Medical Lake","Spokane County",15360173,2169,0,0,0,0,0,0,0,0,0,522798,5865.31462629926,FALSE
"2019 Quarter 4",2019,4,"Medical Lake","Spokane County",13436271,2416,0,0,0,0,0,0,0,0,0,522798,5850.50936690653,FALSE
"2020 Quarter 1",2020,1,"Medical Lake","Spokane County",11596383,2307,0,0,0,0,0,0,0,0,0,522798,4925.2025103386,FALSE
"2020 Quarter 2",2020,2,"Medical Lake","Spokane County",12652739,2654,0,0,0,0,0,0,0,0,0,522798,5277.08540009717,FALSE
"2020 Quarter 3",2020,3,"Medical Lake","Spokane County",12729115,2651,0,0,0,0,0,0,0,0,0,522798,6019.96755534642,FALSE
"2020 Quarter 4",2020,4,"Medical Lake","Spokane County",15231753,2900,0,0,0,0,0,0,0,0,0,522798,6054.52123764819,FALSE
"2021 Quarter 1",2021,1,"Medical Lake","Spokane County",15100469,2819,96,142557,27.3,94055,18,0,0,5,0,522798,5836.71447480671,FALSE
"2021 Quarter 2",2021,2,"Medical Lake","Spokane County",19248747,3007,96.1,267307,51.1,236406,45.2,0,0,7,0,522798,6907.1507656877,FALSE
"2021 Quarter 3",2021,3,"Medical Lake","Spokane County",17346208,2867,96.2,322610,61.7,279286,53.4,0,0,8,0,522798,6906.07456034644,FALSE
"2021 Quarter 4",2021,4,"Medical Lake","Spokane County",17287364,3124,96.2,337141,64.5,302419,57.8,103842,34.3,8,0,522798,7017.91685507596,FALSE
"2022 Quarter 1",2022,1,"Medical Lake","Spokane County",15024380,2872,96.2,354338,67.8,318720,61,149825,47,8,7,522798,6199.57486639199,FALSE
"2022 Quarter 2",2022,2,"Medical Lake","Spokane County",22179752,3013,96.1,359936,68.8,324243,62,159901,49.3,6,7,522798,7247.87064028554,FALSE
"2022 Quarter 3",2022,3,"Medical Lake","Spokane County",17767970,3055,96.1,365728,70,328462,62.8,166364,50.6,6,8,522798,7451.18580790286,FALSE
"2019 Quarter 1",2019,1,"Medina","King County",28345745,2682,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,FALSE
"2019 Quarter 2",2019,2,"Medina","King County",37723703,3016,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,FALSE
"2019 Quarter 3",2019,3,"Medina","King County",42211372,3142,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,FALSE
"2019 Quarter 4",2019,4,"Medina","King County",48479374,3517,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,FALSE
"2020 Quarter 1",2020,1,"Medina","King County",43934456,3255,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,FALSE
"2020 Quarter 2",2020,2,"Medina","King County",37607933,3696,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,FALSE
"2020 Quarter 3",2020,3,"Medina","King County",50925267,3827,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,TRUE
"2020 Quarter 4",2020,4,"Medina","King County",60493365,4253,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,TRUE
"2021 Quarter 1",2021,1,"Medina","King County",50445463,3786,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,TRUE
"2021 Quarter 2",2021,2,"Medina","King County",64403085,4055,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,TRUE
"2021 Quarter 3",2021,3,"Medina","King County",56773565,4066,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,TRUE
"2021 Quarter 4",2021,4,"Medina","King County",56251043,4505,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,TRUE
"2022 Quarter 1",2022,1,"Medina","King County",50360077,3968,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,TRUE
"2022 Quarter 2",2022,2,"Medina","King County",54573441,4268,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,TRUE
"2022 Quarter 3",2022,3,"Medina","King County",54306144,4277,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,TRUE
"2019 Quarter 1",2019,1,"Mercer Island City","King County",111523907,7280,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,TRUE
"2019 Quarter 2",2019,2,"Mercer Island City","King County",129605414,8054,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,TRUE
"2019 Quarter 3",2019,3,"Mercer Island City","King County",135286759,8408,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,TRUE
"2019 Quarter 4",2019,4,"Mercer Island City","King County",138995683,9150,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,TRUE
"2020 Quarter 1",2020,1,"Mercer Island City","King County",122335836,8553,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,TRUE
"2020 Quarter 2",2020,2,"Mercer Island City","King County",113326148,8976,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,TRUE
"2020 Quarter 3",2020,3,"Mercer Island City","King County",144441523,9607,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,TRUE
"2020 Quarter 4",2020,4,"Mercer Island City","King County",149401008,10507,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,TRUE
"2021 Quarter 1",2021,1,"Mercer Island City","King County",125215628,9821,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,TRUE
"2021 Quarter 2",2021,2,"Mercer Island City","King County",150172568,10344,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,TRUE
"2021 Quarter 3",2021,3,"Mercer Island City","King County",157850434,10377,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,TRUE
"2021 Quarter 4",2021,4,"Mercer Island City","King County",161170095,11312,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,TRUE
"2022 Quarter 1",2022,1,"Mercer Island City","King County",137739164,10425,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,TRUE
"2022 Quarter 2",2022,2,"Mercer Island City","King County",156707466,10962,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,TRUE
"2022 Quarter 3",2022,3,"Mercer Island City","King County",177497581,11077,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,TRUE
"2019 Quarter 1",2019,1,"Mesa","Franklin County",1797685,541,0,0,0,0,0,0,0,0,0,95222,3862.8239692508,FALSE
"2019 Quarter 2",2019,2,"Mesa","Franklin County",2428722,642,0,0,0,0,0,0,0,0,0,95222,4799.23729810338,FALSE
"2019 Quarter 3",2019,3,"Mesa","Franklin County",1983237,612,0,0,0,0,0,0,0,0,0,95222,4930.35186196467,FALSE
"2019 Quarter 4",2019,4,"Mesa","Franklin County",2062764,685,0,0,0,0,0,0,0,0,0,95222,4952.01776900296,FALSE
"2020 Quarter 1",2020,1,"Mesa","Franklin County",2496049,634,0,0,0,0,0,0,0,0,0,95222,4741.53383671841,FALSE
"2020 Quarter 2",2020,2,"Mesa","Franklin County",2557032,703,0,0,0,0,0,0,0,0,0,95222,5207.45628111151,FALSE
"2020 Quarter 3",2020,3,"Mesa","Franklin County",2147911,716,0,0,0,0,0,0,0,0,0,95222,5339.80044527525,FALSE
"2020 Quarter 4",2020,4,"Mesa","Franklin County",2169631,743,0,0,0,0,0,0,0,0,0,95222,5268.33210812627,FALSE
"2021 Quarter 1",2021,1,"Mesa","Franklin County",4037420,751,96,16723,17.6,9607,10.1,0,0,13,0,95222,5217.32197391359,FALSE
"2021 Quarter 2",2021,2,"Mesa","Franklin County",3014350,723,96.1,35317,37.1,30702,32.2,0,0,14,0,95222,6262.71685114784,FALSE
"2021 Quarter 3",2021,3,"Mesa","Franklin County",2982893,706,96.2,48937,51.4,40244,42.3,0,0,15,0,95222,5989.18552435362,FALSE
"2021 Quarter 4",2021,4,"Mesa","Franklin County",2850187,747,96.2,52079,54.7,46600,48.9,12448,26.7,15,0,95222,7452.63529436475,FALSE
"2022 Quarter 1",2022,1,"Mesa","Franklin County",4095674,695,96.2,55530,58.3,50017,52.5,18857,37.7,16,14,95222,7142.44159963034,FALSE
"2022 Quarter 2",2022,2,"Mesa","Franklin County",3707249,713,96.1,56525,59.4,50976,53.5,20646,40.5,14,15,95222,7307.41567074836,FALSE
"2022 Quarter 3",2022,3,"Mesa","Franklin County",2860112,711,96.1,57583,60.5,51717,54.3,21649,41.9,14,15,95222,7211.03040263805,FALSE
"2019 Quarter 1",2019,1,"Metaline","Pend Oreille County",279071,257,0,0,0,0,0,0,0,0,0,13724,2435.70125327893,FALSE
"2019 Quarter 2",2019,2,"Metaline","Pend Oreille County",429168,252,0,0,0,0,0,0,0,0,0,13724,2752.60652870883,FALSE
"2019 Quarter 3",2019,3,"Metaline","Pend Oreille County",2261276,287,0,0,0,0,0,0,0,0,0,13724,3228.49912561935,FALSE
"2019 Quarter 4",2019,4,"Metaline","Pend Oreille County",3229000,340,0,0,0,0,0,0,0,0,0,13724,2903.40389099388,FALSE
"2020 Quarter 1",2020,1,"Metaline","Pend Oreille County",296548,295,0,0,0,0,0,0,0,0,0,13724,2030.03898280385,FALSE
"2020 Quarter 2",2020,2,"Metaline","Pend Oreille County",363950,372,0,0,0,0,0,0,0,0,0,13724,2517.4954095016,FALSE
"2020 Quarter 3",2020,3,"Metaline","Pend Oreille County",496469,366,0,0,0,0,0,0,0,0,0,13724,3798.50065578549,FALSE
"2020 Quarter 4",2020,4,"Metaline","Pend Oreille County",428666,394,0,0,0,0,0,0,0,0,0,13724,3213.22661031769,FALSE
"2021 Quarter 1",2021,1,"Metaline","Pend Oreille County",340162,390,96,2936,21.4,1807,13.2,0,0,9,0,13724,2232.62999125619,FALSE
"2021 Quarter 2",2021,2,"Metaline","Pend Oreille County",369935,385,96.1,4497,32.8,3994,29.1,0,0,9,0,13724,3159.5577091227,FALSE
"2021 Quarter 3",2021,3,"Metaline","Pend Oreille County",456997,367,96.2,5413,39.4,4689,34.2,0,0,10,0,13724,3429.86840571262,FALSE
"2021 Quarter 4",2021,4,"Metaline","Pend Oreille County",457740,380,96.2,5984,43.6,5237,38.2,2177,41.6,10,0,13724,3611.56193529583,FALSE
"2022 Quarter 1",2022,1,"Metaline","Pend Oreille County",396081,356,96.2,6385,46.5,5578,40.6,2751,49.3,11,11,13724,3247.58911396094,FALSE
"2022 Quarter 2",2022,2,"Metaline","Pend Oreille County",409120,365,96.1,6520,47.5,5670,41.3,2954,52.4,9,12,13724,4361.83707373943,FALSE
"2022 Quarter 3",2022,3,"Metaline","Pend Oreille County",560129,381,96.1,6619,48.2,5726,41.7,3072,53.7,9,12,13724,4586.12547362285,FALSE
"2019 Quarter 1",2019,1,"Metaline Falls","Pend Oreille County",677127,496,0,0,0,0,0,0,0,0,0,13724,2435.70125327893,FALSE
"2019 Quarter 2",2019,2,"Metaline Falls","Pend Oreille County",800553,501,0,0,0,0,0,0,0,0,0,13724,2752.60652870883,FALSE
"2019 Quarter 3",2019,3,"Metaline Falls","Pend Oreille County",858627,556,0,0,0,0,0,0,0,0,0,13724,3228.49912561935,FALSE
"2019 Quarter 4",2019,4,"Metaline Falls","Pend Oreille County",777175,593,0,0,0,0,0,0,0,0,0,13724,2903.40389099388,FALSE
"2020 Quarter 1",2020,1,"Metaline Falls","Pend Oreille County",561731,533,0,0,0,0,0,0,0,0,0,13724,2030.03898280385,FALSE
"2020 Quarter 2",2020,2,"Metaline Falls","Pend Oreille County",659580,574,0,0,0,0,0,0,0,0,0,13724,2517.4954095016,FALSE
"2020 Quarter 3",2020,3,"Metaline Falls","Pend Oreille County",771208,558,0,0,0,0,0,0,0,0,0,13724,3798.50065578549,FALSE
"2020 Quarter 4",2020,4,"Metaline Falls","Pend Oreille County",747959,625,0,0,0,0,0,0,0,0,0,13724,3213.22661031769,FALSE
"2021 Quarter 1",2021,1,"Metaline Falls","Pend Oreille County",698920,612,96,2936,21.4,1807,13.2,0,0,9,0,13724,2232.62999125619,FALSE
"2021 Quarter 2",2021,2,"Metaline Falls","Pend Oreille County",712614,581,96.1,4497,32.8,3994,29.1,0,0,9,0,13724,3159.5577091227,FALSE
"2021 Quarter 3",2021,3,"Metaline Falls","Pend Oreille County",945524,611,96.2,5413,39.4,4689,34.2,0,0,10,0,13724,3429.86840571262,FALSE
"2021 Quarter 4",2021,4,"Metaline Falls","Pend Oreille County",783696,682,96.2,5984,43.6,5237,38.2,2177,41.6,10,0,13724,3611.56193529583,FALSE
"2022 Quarter 1",2022,1,"Metaline Falls","Pend Oreille County",686418,636,96.2,6385,46.5,5578,40.6,2751,49.3,11,11,13724,3247.58911396094,FALSE
"2022 Quarter 2",2022,2,"Metaline Falls","Pend Oreille County",1035032,683,96.1,6520,47.5,5670,41.3,2954,52.4,9,12,13724,4361.83707373943,FALSE
"2022 Quarter 3",2022,3,"Metaline Falls","Pend Oreille County",888845,614,96.1,6619,48.2,5726,41.7,3072,53.7,9,12,13724,4586.12547362285,FALSE
"2019 Quarter 1",2019,1,"Mill Creek","Snohomish County",77635092,5394,0,0,0,0,0,0,0,0,0,822083,4445.69242400098,TRUE
"2019 Quarter 2",2019,2,"Mill Creek","Snohomish County",91618574,5904,0,0,0,0,0,0,0,0,0,822083,5108.1306169815,TRUE
"2019 Quarter 3",2019,3,"Mill Creek","Snohomish County",94163706,6118,0,0,0,0,0,0,0,0,0,822083,5417.71107661878,TRUE
"2019 Quarter 4",2019,4,"Mill Creek","Snohomish County",105039633,6830,0,0,0,0,0,0,0,0,0,822083,5552.37266675019,TRUE
"2020 Quarter 1",2020,1,"Mill Creek","Snohomish County",94672786,6372,0,0,0,0,0,0,0,0,0,822083,4642.27245545766,TRUE
"2020 Quarter 2",2020,2,"Mill Creek","Snohomish County",97887274,6926,0,0,0,0,0,0,0,0,0,822083,4627.59340966788,TRUE
"2020 Quarter 3",2020,3,"Mill Creek","Snohomish County",117102990,7263,0,0,0,0,0,0,0,0,0,822083,5637.5118047691,TRUE
"2020 Quarter 4",2020,4,"Mill Creek","Snohomish County",114952807,8039,0,0,0,0,0,0,0,0,0,822083,5885.30322850612,TRUE
"2021 Quarter 1",2021,1,"Mill Creek","Snohomish County",101554052,7562,96,223393,27.2,133566,16.2,0,0,5,0,822083,5330.11294479998,TRUE
"2021 Quarter 2",2021,2,"Mill Creek","Snohomish County",119563442,7876,96.1,497260,60.5,445787,54.2,0,0,8,0,822083,6199.70973490511,TRUE
"2021 Quarter 3",2021,3,"Mill Creek","Snohomish County",115622464,8015,96.2,573543,69.8,514187,62.5,0,0,8,0,822083,6529.35179172906,TRUE
"2021 Quarter 4",2021,4,"Mill Creek","Snohomish County",117671364,8741,96.2,594379,72.3,546720,66.5,203878,37.3,8,0,822083,6620.35925326275,TRUE
"2022 Quarter 1",2022,1,"Mill Creek","Snohomish County",103775994,8260,96.2,627825,76.4,579089,70.4,312196,53.9,8,8,822083,6016.23790298546,TRUE
"2022 Quarter 2",2022,2,"Mill Creek","Snohomish County",114988778,8522,96.1,636882,77.5,586358,71.3,336056,57.3,7,8,822083,6571.61181170271,TRUE
"2022 Quarter 3",2022,3,"Mill Creek","Snohomish County",119674425,8538,96.1,649441,79,594743,72.3,349825,58.8,7,8,822083,6940.24596908098,TRUE
"2019 Quarter 1",2019,1,"Millwood","Spokane County",13948946,914,0,0,0,0,0,0,0,0,0,522798,4590.25390686269,FALSE
"2019 Quarter 2",2019,2,"Millwood","Spokane County",17688409,1084,0,0,0,0,0,0,0,0,0,522798,5626.10170276091,FALSE
"2019 Quarter 3",2019,3,"Millwood","Spokane County",16149674,1149,0,0,0,0,0,0,0,0,0,522798,5865.31462629926,FALSE
"2019 Quarter 4",2019,4,"Millwood","Spokane County",15497091,1304,0,0,0,0,0,0,0,0,0,522798,5850.50936690653,FALSE
"2020 Quarter 1",2020,1,"Millwood","Spokane County",14665118,1312,0,0,0,0,0,0,0,0,0,522798,4925.2025103386,FALSE
"2020 Quarter 2",2020,2,"Millwood","Spokane County",18985530,1513,0,0,0,0,0,0,0,0,0,522798,5277.08540009717,FALSE
"2020 Quarter 3",2020,3,"Millwood","Spokane County",18579833,1518,0,0,0,0,0,0,0,0,0,522798,6019.96755534642,FALSE
"2020 Quarter 4",2020,4,"Millwood","Spokane County",18743985,1661,0,0,0,0,0,0,0,0,0,522798,6054.52123764819,FALSE
"2021 Quarter 1",2021,1,"Millwood","Spokane County",19018604,1746,96,142557,27.3,94055,18,0,0,5,0,522798,5836.71447480671,FALSE
"2021 Quarter 2",2021,2,"Millwood","Spokane County",22050284,1754,96.1,267307,51.1,236406,45.2,0,0,7,0,522798,6907.1507656877,FALSE
"2021 Quarter 3",2021,3,"Millwood","Spokane County",20668438,1705,96.2,322610,61.7,279286,53.4,0,0,8,0,522798,6906.07456034644,FALSE
"2021 Quarter 4",2021,4,"Millwood","Spokane County",21023857,1887,96.2,337141,64.5,302419,57.8,103842,34.3,8,0,522798,7017.91685507596,FALSE
"2022 Quarter 1",2022,1,"Millwood","Spokane County",18744695,1821,96.2,354338,67.8,318720,61,149825,47,8,7,522798,6199.57486639199,FALSE
"2022 Quarter 2",2022,2,"Millwood","Spokane County",22333180,1892,96.1,359936,68.8,324243,62,159901,49.3,6,7,522798,7247.87064028554,FALSE
"2022 Quarter 3",2022,3,"Millwood","Spokane County",19927400,1865,96.1,365728,70,328462,62.8,166364,50.6,6,8,522798,7451.18580790286,FALSE
"2019 Quarter 1",2019,1,"Milton/king","King County",3079682,1227,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,FALSE
"2019 Quarter 2",2019,2,"Milton/king","King County",3206081,1321,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,FALSE
"2019 Quarter 3",2019,3,"Milton/king","King County",3817668,1444,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,FALSE
"2019 Quarter 4",2019,4,"Milton/king","King County",2946453,1605,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,FALSE
"2020 Quarter 1",2020,1,"Milton/king","King County",3051573,1576,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,FALSE
"2020 Quarter 2",2020,2,"Milton/king","King County",3579522,1817,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,FALSE
"2020 Quarter 3",2020,3,"Milton/king","King County",5080380,1682,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,FALSE
"2020 Quarter 4",2020,4,"Milton/king","King County",5706782,1827,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,FALSE
"2021 Quarter 1",2021,1,"Milton/king","King County",5594326,1784,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,FALSE
"2021 Quarter 2",2021,2,"Milton/king","King County",4942535,1800,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,FALSE
"2021 Quarter 3",2021,3,"Milton/king","King County",5285126,1836,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,FALSE
"2021 Quarter 4",2021,4,"Milton/king","King County",5227063,1969,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,FALSE
"2022 Quarter 1",2022,1,"Milton/king","King County",6581941,1826,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,FALSE
"2022 Quarter 2",2022,2,"Milton/king","King County",17079893,1897,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,FALSE
"2022 Quarter 3",2022,3,"Milton/king","King County",28745739,1811,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,FALSE
"2019 Quarter 1",2019,1,"Milton/pierce","Pierce County",30004245,2528,0,0,0,0,0,0,0,0,0,904980,4652.06661473182,FALSE
"2019 Quarter 2",2019,2,"Milton/pierce","Pierce County",31417032,2772,0,0,0,0,0,0,0,0,0,904980,5222.3736911313,FALSE
"2019 Quarter 3",2019,3,"Milton/pierce","Pierce County",32154762,2891,0,0,0,0,0,0,0,0,0,904980,5396.89088819642,FALSE
"2019 Quarter 4",2019,4,"Milton/pierce","Pierce County",36068011,3243,0,0,0,0,0,0,0,0,0,904980,5455.43588035095,FALSE
"2020 Quarter 1",2020,1,"Milton/pierce","Pierce County",35318787,3072,0,0,0,0,0,0,0,0,0,904980,4796.67237287012,FALSE
"2020 Quarter 2",2020,2,"Milton/pierce","Pierce County",39673525,3527,0,0,0,0,0,0,0,0,0,904980,4939.51144224182,FALSE
"2020 Quarter 3",2020,3,"Milton/pierce","Pierce County",44418622,3492,0,0,0,0,0,0,0,0,0,904980,5774.71175495591,FALSE
"2020 Quarter 4",2020,4,"Milton/pierce","Pierce County",42194087,3906,0,0,0,0,0,0,0,0,0,904980,5952.03256425556,FALSE
